page,iso,country,region,role,name,meta,ean,code,tags,seller,note,links,product_v23,brand_v23,pack_v23,ean_v23,v23_rows
27,FI,Finland,Europe,SMP,Valio rasvaton maitojauhe instant 400 g,Valio · 400 g · 0.6% fat,6408430840625,,,,,https://www.valioaimo.fi/ammattilaistuotteet/valio-rasvaton-maitojauhe-instant/ https://www.s-kaupat.fi/tuote/valio-rasvaton-maitojauhe-instant-400-g/6408430840625,Valio rasvaton maitojauhe instant 400 g,Valio,400 g,6408430840625,"{""04_POKRYCIE_PR"": 32, ""17_PROSZEK_75"": 10}"
27,FI,Finland,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 33}"
27,FI,Finland,Europe,DEXTROSE,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade · 25 kg · monohydrate,4260486775762,,From abroad,,,https://buxtrade.de/products/dextrose-traubenzucker https://www.shop-apotheke.com/ernaehrung/upm47YLPU/buxtrade-dextrose-pulver.htm,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade,25 kg,4260486775762,"{""04_POKRYCIE_PR"": 34, ""20_DEKSTROZA_75"": 10}"
27,FI,Finland,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 35, ""23_TARA_75"": 10}"
28,FR,France,Europe,MILK,"Alsace Lait Lait frais entier pasteurisé, brique 1 L",Alsace Lait · 1 L brique · 3.6% fat,3262970109108,,,,,https://www.supermarchesmatch.fr/fr/p/1754550/alsace-lait-lait-frais-entier-brique-1l https://www.intermarche.com/produit/lait-frais-pasteurise-entier/3262970109108,"Alsace Lait Lait frais entier pasteurisé, brique 1 L",Alsace Lait,1 L brique,3262970109108,"{""04_POKRYCIE_PR"": 36, ""11_MLEKO_75"": 11}"
28,FR,France,Europe,CREAM,Elle & Vire Crème UHT fluide entière 30% MG 2×25cl,Elle & Vire · 2 × 250 ml · 30% fat,3451790256745,,,,,https://www.auchan.fr/elle-vire-creme-fluide-entiere-30-mg-uht/pr-C1178091 https://www.carrefour.fr/p/creme-uht-fluide-entiere-30-mg-elle-vire-3451790256745,Elle & Vire Crème UHT fluide entière 30% MG 2×25cl,Elle & Vire,2 × 250 ml,3451790256745,"{""04_POKRYCIE_PR"": 37, ""14_SMIETANKA_75"": 11}"
28,FR,France,Europe,SMP,Lait écrémé en poudre,Régilait · 300 g carton · 0.8% fat,3043934232700,,,,,https://www.auchan.fr/regilait-lait-ecreme-en-poudre/pr-C1274757 https://regilait.com/produits/laits-en-poudre/lait-ecreme,Lait écrémé en poudre,Régilait,karton 300 g,3043934232700,"{""04_POKRYCIE_PR"": 38, ""17_PROSZEK_75"": 11}"
28,FR,France,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 39}"
28,FR,France,Europe,DEXTROSE,Dextrose Monohydrate,Louis François · 1 kg · monohydrate,,450A,,,,https://www.meilleurduchef.com/en/shop/baking-supplies/ingredients/sugar-sweetener/lfr-dextrose-monohydrate.html https://www.caterite.co.uk/louis-francois-dextrose/,Dextrose Monohydrate,Louis François,1 kg,,"{""04_POKRYCIE_PR"": 40, ""20_DEKSTROZA_75"": 11}"
28,FR,France,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://panierdeschefs.eu/en/index.php?controller=attachment&id_attachment=338,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 41, ""23_TARA_75"": 11}"
29,DE,Germany,Europe,MILK,"frischli H-Vollmilch 3,5% 1 L",frischli · 1 L carton; case of 12 × 1 L · 3.5% fat,4045500011145,,,,,https://www.frischli.de/produkte/index.htm?showproduct=67006&showrange=73333 https://www.amazon.de/frischli-H-Vollmilch-3-5-Fett-12er/dp/B0FJLQYXXX,"frischli H-Vollmilch 3,5% 1 L",frischli,1 L carton; case12 x1L,4045500011145,"{""04_POKRYCIE_PR"": 66, ""11_MLEKO_75"": 16}"
29,DE,Germany,Europe,CREAM,Hofgut Schlagsahne 30% 200 g,Hofgut · 200 g · 30% fat,4070700003058,,,,,https://edeka-foodservice.de/eigenmarken/produkte/167982005/hofgut-schlagsahne-30-200g,Hofgut Schlagsahne 30% 200 g,Hofgut,200 g,4070700003058,"{""04_POKRYCIE_PR"": 67, ""14_SMIETANKA_75"": 16}"
29,DE,Germany,Europe,SMP,Saliter Magermilchpulver 250 g,Saliter · 250 g · 1% fat,4008230010901,,,,,https://saliter.de/milchprodukte/milchpulver/magermilchpulver/ https://www.rewe.de/shop/p/saliter-magermilchpulver-250g/9336729,Saliter Magermilchpulver 250 g,Saliter,250 g,4008230010901,"{""04_POKRYCIE_PR"": 68, ""17_PROSZEK_75"": 16}"
29,DE,Germany,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 69}"
29,DE,Germany,Europe,DEXTROSE,buXtrade Dextrose (Traubenzucker) 25 kg,"buXtrade · 25 kg, manufacturer's pack · monohydrate",4260486775762,,,,,https://buxtrade.de/products/dextrose-traubenzucker https://www.shop-apotheke.com/ernaehrung/upm47YLPU/buxtrade-dextrose-pulver.htm,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade,"25 kg, opakowanie producenta",4260486775762,"{""04_POKRYCIE_PR"": 70, ""20_DEKSTROZA_75"": 16}"
29,DE,Germany,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 71, ""23_TARA_75"": 16}"
30,GH,Ghana,Sub-Saharan Africa,MILK,"Dano UHT Full Cream Milk 3,5% / 3,6% 1 L",Dano · 1 L · 3.6% fat,4100290099800,,,,,https://www.arla.ng/brands/arla-dano-full-cream-uht-35pct-fat-1l-408775/ https://melcom.com/categories/food-beverages-toiletries/food-cupboard/dairy.html,"Dano UHT Full Cream Milk 3,5% / 3,6% 1 L",Dano,1 L,4100290099800,"{""04_POKRYCIE_PR"": 222, ""11_MLEKO_75"": 42}"
30,GH,Ghana,Sub-Saharan Africa,CREAM,Emborg Natural Whipping Cream UHT 35%,Emborg · 200 ml · 35.1% fat,5701215046375,,,,,https://www.emborg.com/product/whipping-cream/ https://maxmartonline.com/emborg-whipping-cream-200ml,Emborg Natural Whipping Cream UHT 35%,Emborg,200 ml,5701215046375,"{""04_POKRYCIE_PR"": 223, ""14_SMIETANKA_75"": 42}"
30,GH,Ghana,Sub-Saharan Africa,SMP,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food · 12 oz (340 g) bag · 0% fat,733739058324,,From abroad,,,https://gh.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134 https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,"{""04_POKRYCIE_PR"": 224, ""17_PROSZEK_75"": 42}"
30,GH,Ghana,Sub-Saharan Africa,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 225}"
30,GH,Ghana,Sub-Saharan Africa,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 226, ""20_DEKSTROZA_75"": 42}"
30,GH,Ghana,Sub-Saharan Africa,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 227, ""23_TARA_75"": 42}"
31,GR,Greece,Europe,MILK,"DELTA mmmMilk Family High Pasteurized Full 3,5% 1,5 L","DELTA · 1,5 L · 3.5% fat",5201037509107,,,,,https://www.delta.gr/en/gala/milk-oikogeneiako-plires-15lt-2/ https://www.sklavenitis.gr/galata-rofimata-chymoi-psygeioy/galata-psygeioy/galata-agelados-ypsilis-pasteriosis/delta-mmmilk-oikogeneiako-gala-upsilis-pasteriosis-plires-35-15lt-015-1488898/,"DELTA mmmMilk Family High Pasteurized Full 3,5% 1,5 L",DELTA,"1,5 L",5201037509107,"{""04_POKRYCIE_PR"": 228, ""11_MLEKO_75"": 43}"
31,GR,Greece,Europe,CREAM,Arla Κρέμα Γάλακτος UHT 35% 200 g,Arla · 200 g · 35% fat,5711953155949,,,,,https://www.arlafoods.gr/our-brands/arla/krema-galaktos-35-200g/ https://www.thanopoulos.gr/products/galaktokomika-futika-eidh-psugeiou/kremes-galaktos-futikes-santigu/arla-krema-galaktos-makras-diarkeias-35-lipara-200ml-6697746e6b86ff00024c8817/,Arla Κρέμα Γάλακτος UHT 35% 200 g,Arla,200 g,5711953155949,"{""04_POKRYCIE_PR"": 229, ""14_SMIETANKA_75"": 43}"
31,GR,Greece,Europe,SMP,Γάλα Αποβουτυρωμένο σε σκόνη,Régilait · 250 g · 0.8% fat,3043932643706,,,,,https://www.sklavenitis.gr/eidi-proinoy-rofimata/galata-fytika-rofimata-makras-diarkeias/galata-se-skoni-enilikon/regilait-gala-se-skoni-250gr-221996/ https://www.bazaar-online.gr/regilait-250g-gala-se-skoni,Γάλα Αποβουτυρωμένο σε σκόνη,Régilait,250 g,3043932643706,"{""04_POKRYCIE_PR"": 230, ""17_PROSZEK_75"": 43}"
31,GR,Greece,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 231}"
31,GR,Greece,Europe,DEXTROSE,Louis François Dextrose Monohydrate 1 kg,Louis François · 1 kg · monohydrate,,450A,,,,https://www.infusion.gr/en/bar-chef-e/sugar-polyols/dekstrozh-se-skonh-1kg-louis-francois-en https://www.meilleurduchef.com/en/shop/baking-supplies/ingredients/sugar-sweetener/lfr-dextrose-monohydrate.html,Louis François Dextrose Monohydrate 1 kg,Louis François,1 kg,,"{""04_POKRYCIE_PR"": 232, ""20_DEKSTROZA_75"": 43}"
31,GR,Greece,Europe,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 233, ""23_TARA_75"": 43}"
32,HK,Hong Kong SAR China,Asia–Pacific,MILK,Oldenburger UHT Full Cream Milk 3.5% fat — SKU 11067,Oldenburger · 1 L carton; local distributor case 12 x 1 L · 3.5% fat,4036300110671,,,,,https://oldenburger-dairy.com/oldenburger-fullcream-milk-3.5-uht-long-life-1l/11067 https://www.anwfood.com/hk/products/%E5%A5%B6%E9%A1%9E%E7%94%A2%E5%93%81-%E9%AE%AE%E5%A5%B6%2C-%E4%B9%B3%E9%85%AA-%E5%8F%8A%E5%BF%8C%E5%BB%89/533-89271018-oldenburger-uht-full-cream-milk,Oldenburger UHT Full Cream Milk 3.5% fat — SKU 11067,Oldenburger,1 L carton; local distributor case 12 x 1 L,4036300110671,"{""04_POKRYCIE_PR"": 396, ""11_MLEKO_75"": 71}"
32,HK,Hong Kong SAR China,Asia–Pacific,CREAM,Emborg Natural Whipping Cream,Emborg · 200 ml · 35.1% fat,5701215046375,,,,,https://www.emborg.com/product/whipping-cream/ https://www.twinsbakingsupplies.com/en/product-page/emborg%E6%B7%A1%E5%BF%8C%E5%BB%89-1,Emborg Natural Whipping Cream,Emborg,200 ml,5701215046375,"{""04_POKRYCIE_PR"": 397, ""14_SMIETANKA_75"": 71}"
32,HK,Hong Kong SAR China,Asia–Pacific,SMP,Devondale Instant Skim Milk Powder,Devondale · 1 kg · 0.9% fat,9300639999005,,,,,https://www.hktvmall.com/hktv/en/main/SIUFUNG-HEALTHY/s/S6258001/Personal-Care-%26-Health/Personal-Care-%26-Health/Health/Milk-Powder/Instant-Skim-Milk-Powder-1kg-Parallel-import/p/S6258001_S_DEV9005P https://www.devondale.com.au/en/products/milk/skim-milk-powder,Devondale Instant Skim Milk Powder,Devondale,1 kg,9300639999005,"{""04_POKRYCIE_PR"": 398, ""17_PROSZEK_75"": 71}"
32,HK,Hong Kong SAR China,Asia–Pacific,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 399}"
32,HK,Hong Kong SAR China,Asia–Pacific,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 400, ""20_DEKSTROZA_75"": 71}"
32,HK,Hong Kong SAR China,Asia–Pacific,TARA,Tara Gum 50gr. / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,Tara Gum 50gr. / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 401, ""23_TARA_75"": 71}"
33,HU,Hungary,Europe,MILK,"Mizo UHT teljes tej 3,5% 1 l",Mizo · 1 L UHT Q Pack carton with cap · 3.5% fat,5998200460166,,,,,https://evedd.hu/Mizo-Uht-Tej-1L-35 https://coopshop.hu/termek/mizo-uht-teljes-tej-35-1-l/,"Mizo UHT teljes tej 3,5% 1 l",Mizo,1 l karton UHT Q Pack z zamknięciem,5998200460166,"{""04_POKRYCIE_PR"": 438, ""11_MLEKO_75"": 78}"
33,HU,Hungary,Europe,CREAM,Meggle UHT habtejszín 30%,MEGGLE Slovakia · 200 ml carton · 30% fat,8585002501837,,,,,https://bevasarlas.tesco.hu/shop/hu-HU/products/210504341 https://coopshop.hu/termek/meggle-uht-habtejszin-30-200-ml/,Meggle UHT habtejszín 30%,MEGGLE Slovakia,200 ml carton,8585002501837,"{""04_POKRYCIE_PR"": 439, ""14_SMIETANKA_75"": 78}"
33,HU,Hungary,Europe,SMP,Sovány tejpor porlasztva szárított,TUTTI · 90 g · 1.5% fat,5997176735995,,,,,https://www.pcx.hu/tutti-sovany-tejpor-porlasztva-szaritott-90g-200228 https://alto.hu/tutti-sovany-tejpor-porlasztva-szaritott-90g,Sovány tejpor porlasztva szárított,TUTTI,90 g,5997176735995,"{""04_POKRYCIE_PR"": 440, ""17_PROSZEK_75"": 78}"
33,HU,Hungary,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 441}"
33,HU,Hungary,Europe,DEXTROSE,"Dextróz - GymBeam, bez dodatków smakowych",GymBeam · 1000 g · monohydrate,8588006139983,,,,,https://gymbeam.hu/dextroz-gymbeam.html,"Dextróz - GymBeam, bez dodatków smakowych",GymBeam,1000 g,8588006139983,"{""04_POKRYCIE_PR"": 442, ""20_DEKSTROZA_75"": 78}"
33,HU,Hungary,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 443, ""23_TARA_75"": 78}"
34,IS,Iceland,Europe,MILK,MS Nýmjólk 1 l,MS · 1 L carton (product MS no. 0101) · 3.9% fat,5690527101011,,,,,https://www.ms.is/vorur/vara/nymjolk-1-l https://verdlagseftirlit.is/dashboard/item/33/5690527101011/,MS Nýmjólk 1 l,MS,"1 L karton, produkt MS nr0101",5690527101011,"{""04_POKRYCIE_PR"": 246, ""11_MLEKO_75"": 46}"
34,IS,Iceland,Europe,CREAM,MS Rjómi 36% 500 ml,MS · 500 ml · 36% fat,5690527172011,,,,,https://www.ms.is/vorur/vara/rjomi-500-ml,MS Rjómi 36% 500 ml,MS,500 ml,5690527172011,"{""04_POKRYCIE_PR"": 247, ""14_SMIETANKA_75"": 46}"
34,IS,Iceland,Europe,SMP,Undanrennuduft úða/iðn 25 kg,MS Mjólkursamsalan · 25 kg · 0.8% fat,5690516075156,,,,,https://www.ms.is/vorur/vara/undanrennuduft-uda-idn-25-kg,Undanrennuduft úða/iðn 25 kg,MS Mjólkursamsalan,25 kg,5690516075156,"{""04_POKRYCIE_PR"": 248, ""17_PROSZEK_75"": 46}"
34,IS,Iceland,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 249}"
34,IS,Iceland,Europe,DEXTROSE,Dextrose Powder Unflavoured 1 kg,HSN Raw Series · 1 kg · monohydrate,5060326271725,,From abroad,,,https://www.hsnstore.eu/brands/raw-series/dextrose-powder https://www.carrefour.es/dextrosa-de-hsn-sin-sabor-1-kg-20-tomas-por-envase-100-pura-dextrosa-en-polvo-sin-anadidos-ni-excipientes-carbohidratos-de-alto-indice-glucemico-no-gmo-vegano-sin-gluten/5060326271725/p,Dextrose Powder Unflavoured 1 kg,HSN Raw Series,1 kg,5060326271725,"{""04_POKRYCIE_PR"": 250, ""20_DEKSTROZA_75"": 46}"
34,IS,Iceland,Europe,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 251, ""23_TARA_75"": 46}"
35,IN,India,Asia–Pacific,MILK,Amul Homogenised Cow Milk 1L Tetra Pak,Amul · 1 L UHT Tetra Pak carton · 3.5% fat,8901262152983,,,,,https://www.bigbasket.com/pd/40248006/amul-cow-milk-homogenised-35-fat-no-preservatives-1-l-tetra-pack/ https://www.billclap.com/business/88521/pp-supermarket/products/1643849/amul-cow-milk-1l,Amul Homogenised Cow Milk 1L Tetra Pak,Amul,"1 L, karton Tetra Pak UHT",8901262152983,"{""04_POKRYCIE_PR"": 234, ""11_MLEKO_75"": 44}"
35,IN,India,Asia–Pacific,CREAM,Elle & Vire Professionnel Excellence Whipping Cream 35%,Elle & Vire Professionnel · 1 L Tetra Pak · 35% fat,3161911703385,,,,,https://eshop.deltanutritives.com/product/elle-vire-excellence-whipping-cream/ https://deltanutritives.com/elle-vire-professional-butter-84-fat/,Elle & Vire Professionnel Excellence Whipping Cream 35%,Elle & Vire Professionnel,1 L Tetra Pak,3161911703385,"{""04_POKRYCIE_PR"": 235, ""14_SMIETANKA_75"": 44}"
35,IN,India,Asia–Pacific,SMP,Sagar Skimmed Milk Powder Pouch,Amul / Sagar · 500 g · 1% fat,8901262110068,,,,,https://shop.amul.com/en/product/sagar-skimmed-milk-powder-pouch-500-g https://dudhsagardairy.coop/dairy/products/sagar-skimmed-milk-powder/,Sagar Skimmed Milk Powder Pouch,Amul / Sagar,500 g,8901262110068,"{""04_POKRYCIE_PR"": 236, ""17_PROSZEK_75"": 44}"
35,IN,India,Asia–Pacific,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 237}"
35,IN,India,Asia–Pacific,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 238, ""20_DEKSTROZA_75"": 44}"
35,IN,India,Asia–Pacific,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 239, ""23_TARA_75"": 44}"
36,ID,Indonesia,Asia–Pacific,MILK,Greenfields Full Cream UHT Milk 1L,Greenfields · 1 L UHT carton · 3.6% fat,8993351121307,,,,,https://shop.redmed.co.id/product/greenfields-full-cream-milk-uht-fc-ba-1l/ https://shopifull.com/product/greenfields-full-cream-uht-milk-1ltr/,Greenfields Full Cream UHT Milk 1L,Greenfields,"1 L, karton UHT",8993351121307,"{""04_POKRYCIE_PR"": 240, ""11_MLEKO_75"": 45}"
36,ID,Indonesia,Asia–Pacific,CREAM,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg · 200 ml · 35.1% fat,5701215046375,,,,,https://raisa.aeonstore.id/shop/dairy-eggs/cheese-cream-butter/emborg-whipping-cream-200ml/ https://www.emborg.com/product/whipping-cream/,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg,200 ml,5701215046375,"{""04_POKRYCIE_PR"": 241, ""14_SMIETANKA_75"": 45}"
36,ID,Indonesia,Asia–Pacific,SMP,NZMP Regular Skim Milk Powder Medium Heat,Fonterra NZMP / PT Culina Gemilang Indonesia · 25 kg · 0.9% fat,,PSB.1758,,,,https://culinagemilangindonesia.co.id/products/nzmp-skim-milk-powder/ https://www.nzmp.com/global/en/ingredients/powders-concentrates/skim-milk-powder/regular-skim-milk-powder-medium-heat.html,NZMP Regular Skim Milk Powder Medium Heat,Fonterra NZMP / PT Culina Gemilang Indonesia,25 kg,,"{""04_POKRYCIE_PR"": 242, ""17_PROSZEK_75"": 45}"
36,ID,Indonesia,Asia–Pacific,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 243}"
36,ID,Indonesia,Asia–Pacific,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 244, ""20_DEKSTROZA_75"": 45}"
36,ID,Indonesia,Asia–Pacific,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 245, ""23_TARA_75"": 45}"
37,IE,Ireland,Europe,MILK,Avonmore Fresh Whole Milk 2 Litre,Avonmore · 2 L bottle · 3.5% fat,5011056020053,,,,,https://www.tesco.ie/shop/en-IE/products/250004694 https://avonmore.ie/our-products/fresh-milk/,Avonmore Fresh Whole Milk 2 Litre,Avonmore,2 L butelka,5011056020053,"{""04_POKRYCIE_PR"": 54, ""11_MLEKO_75"": 14}"
37,IE,Ireland,Europe,CREAM,Łaciata Śmietanka UHT 30% 500 ml,Łaciata · 500 ml · 30% fat,5900820000455,,,,,https://moldovastore.ie/products/114/8433 https://mlekpol.com.pl/index.php/en/produkt/laciata-uht-cream-30/,Łaciata Śmietanka UHT 30% 500 ml,Łaciata,500 ml,5900820000455,"{""04_POKRYCIE_PR"": 55, ""14_SMIETANKA_75"": 14}"
37,IE,Ireland,Europe,SMP,Milfresh Gold Superior Granulated Skimmed Milk 500 g,Milfresh / Aimia Foods · 500 g; case of 10 × 500 g · 0.8% fat,5060113910714,,,,,https://www.templemanrv.co.uk/nutrition-pdf/9501/ https://www.irelandteaandcoffee.com/milfresh-gold-skimmed-milk-granules-100-percent-500g,Milfresh Gold Superior Granulated Skimmed Milk 500 g,Milfresh / Aimia Foods,500 g; karton 10 × 500 g,5060113910714,"{""04_POKRYCIE_PR"": 56, ""17_PROSZEK_75"": 14}"
37,IE,Ireland,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 57}"
