iso2,priority,region,role,grams,pi_ing,proposal_key,v7_status,requirement_code,requirement,product,brand,pack,ean,v7_market_evidence,v7_technical_fit,v7_deviation,v7_activation_condition,v7_message,final_pr_id,a04_evidence_class,a04_verification_class,a04_best_url
EG,★★★★,EGYPT,SMP,35,PI-ING-000270,SMP-GTIN-00733739058324,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,"Indywidualnie odczytana karta katalogu eg.iherb.com: dokładna nazwa/340 g; In stock; Add to Cart; EGP704.06. Oficjalna strona wysyłki potwierdza kraj Egipt i przewoźnika: DHL Express, wysyłka z USA. Producent potwierdza UPC 733739058324, SKU5832, skład i tabelę dla 3 tbsp (24 g) = 8 oz milk. Masa suchego proszku jest jawnie udokumentowana, więc przeliczono ×100/24; sól z sodu100mg ×100/24 ×0,0025 =1,0416667 g/100g.",Własny profil SMP — Engine przelicza rzeczywiste dane i jawne estymacje,-0.8,"Wszystkie pola pochodzą z etykiety; przeliczenie masy porcji i sodu nie jest estymacją. Oferta importowa e-commerce do wskazanego kraju, nie dowód lokalnego magazynu ani powszechności w sklepach. Karta In stock i dostępny kanał wysyłki; dokładna dostawa do adresu, koszt i termin zależą od koszyka. Makro przeliczone z zaokrąglonych deklaracji amerykańskiej etykiety, zera nie są wynikiem analitycznym.","Wybrano w pełni udokumentowany SMP w krajowym kanale importowym zamiast produktu z niekompletną etykietą/dostępnością: Miro Skimmed Milk Powder Light (800 g). ODT EAN 6224000373070 (700 g) i 6224000373117 (20 g) niepotwierdzone — nie użyto. Wybrano jawnie zidentyfikowany lokalny format 800 g/SKU. Dane sklepowe 0 kcal/0 g carb/0 g cukrów to braki techniczne, nie rzeczywiste wartości. Wartości NOW 0 g fat/sat/fiber pochodzą z rzeczywistej tabeli24 g, nie z hasła 0%.",AUTO PO AKCEPTACJI,LEAD,EAN_ON_GENERIC_TLD_PAGE,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
EG,★★★★,EGYPT,DEXTROSE,30,PI-ING-000494,DEX-EG-PRODUCT,WYMAGA_ETYKIETY,LABEL_EVIDENCE_MISSING,label/composition evidence missing — current label (ingredients + nutrition per 100 g/ml),Dextrose Powder 100% Pure 250g,Peak Supps,250 g,,Amazon Egypt exact 250g listing; manufacturer explicitly ingredients 100% Dextrose Monohydrate Powder from corn starch.,Postać monohydrat; NIP i model aktywności osobno,0,"PI-ING-000494 uzupełnia: nasycone=0; błonnik=0 /100g. To oszacowanie, nie deklaracja etykiety. MODEL PI: 90,9g aktywnej dekstrozy +9,1g wody/100g; nie jest pomiarem partii. Czystość suchej masy i zaokrąglone cukry NIP nie zastępują CoA. Supplier listing verified; confirm lot food grade, availability and specification","Original EAN not corroborated; use actual ASIN. Manufacturer allergen statement is None, not hypothetical factory warning.",AUTO PO AKCEPTACJI,BRAK,NO_EAN_IN_V7,https://www.amazon.eg/-/en/Dextrose-Powder-100-Pure-250g/dp/B00NA1KQ28
EG,★★★★,EGYPT,TARA,3,PI-ING-000492,TARA-EG-PRODUCT,WYMAGA_DOSTAWY,LOCAL_PURCHASE_PATH_MISSING,no evidenced local purchase/delivery path in this market,Cape Crystal Brands Tara Gum Powder,Cape Crystal Brands,14 oz (396.9 g),,"UNCONFIRMED; Egypt product listing identifies Cape Crystal14oz bag, stock, USA import and delivery date with conflicting restriction text. No package-specific barcode or nutritional label retrieved.","Energia źródła, jeśli dostępna; brakujące pola z PI. Nie narzucano zgodności różnych konwencji znakowania.",0,"ESTIMATED z PI-ING-000492: kcal=180; tłuszcz=0.5; nasycone=0; węglowodany dostępne=1.5; cukry=0; białko=2; sól=0; błonnik=86.5 /100 g. To model, nie etykieta produktu. Aktywność względna=1 wyłącznie MODEL PI, nie oznaczenie handlowej partii. Dawka odniesienia 3 g/1000 g (0,3%) bez automatycznego skalowania. Lepkość ani 100% składnika nie oznaczają 100% galaktomannanu. Woda 9,5 g/100 g: ESTIMATED z PI; brak oznaczenia produktu. Advertised USA import to Egypt: listing in stock on 2026-09-08, estimated arrival 2026-09-16, shipping/customs at checkout. However, the page also contains a Remove Restriction control and says not all listed products are for sale. Country fulfillment remains unconfirmed.",No Sosa or Rafex barcode transferred to Cape Crystal. Marketplace dietary and health marketing is not treated as an allergen guarantee or nutrient analysis.,AUTO PO AKCEPTACJI,BRAK,NO_EAN_IN_V7,https://www.capecrystalbrands.com/products/tara-gum
EE,★★★★,EU27,MILK,672,PI-ING-000236,MILK-EE-TERE-UHT-35-1L,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer","Tere Cappuccino UHT Milk 3,5% 1 L",Tere,1 L,4740036009085,Producent + Rimi/Coop Estonia; exact EAN i profil,WŁASNY PROFIL PR — przeliczenie z rzeczywistej etykiety,0,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Najbliższy powszechny wariant krajowy; wartości exact PR wygrywają z PI.,AUTO PO AKCEPTACJI,LEAD,MARKET_PAGE_WITHOUT_EAN,https://www.rimi.ee/epood/en/products/dairy-products-eggs-cheese/milk/high-pasteurized-milk/piim-cappuccino-tere-3-5-1l/p/286625
EE,★★★★,EU27,CREAM,130,PI-ING-000180,CREAM-GTIN-4740125220049,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Alma vahukoor 35%,Valio Eesti AS / Alma,400 ml carton,4740125220049,"Valio producent: dokładne400ml, GTIN4740125220049, pełna tabela100g, skład i pochodzenie. COOP oferuje dokładnyGTIN w magazynie.",WŁASNY PROFIL PR — rzeczywista etykieta,5,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Najbliższa udokumentowana zwykła lokalna śmietanka35%. Użyto337kcal/P2.5/Sat23 ze źródła producenta zamiast335/P2/Sat23.5 oraz błędnych35g węglowodanówCOOP.,AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://www.valio.ee/tooted/alma-vahukoor-35-400ml/
EE,★★★★,EU27,SMP,35,PI-ING-000270,SMP-GTIN-06408430840625,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Piimapulber rasvavaba / rasvaton maitojauhe instant,Valio,400 g,6408430840625,"Estoński Kaupmees potwierdza lokalny produkt 400 g, EAN i C75619. Oficjalna Valio i S-kaupat podają pełne 7 wartości dla suchego proszku. Halpahalli wiąże EAN ze składem i oznacza bazę UNPREPARED 100 g.",Własny profil SMP — Engine przelicza rzeczywiste dane i jawne estymacje,-0.20000000000000007,błonnik: PI-ING-000270 (0 /100 g). Lokalna oferta estońska; wartości identycznego GTIN z fińskiej karty producenta.,ODT błędnie deklarował 100% mleko bez dodatków: etykieta zawiera lecytynę rzepakową i witaminę D. Nie mylić z niskotłuszczowym laktozowym wariantem EAN 6408430840618.,AUTO PO AKCEPTACJI,LEAD,EAN_ON_FOREIGN_MARKET_PAGE,https://www.valio.fi/tuotteet/valio-rasvaton-maitojauhe-instant/
EE,★★★★,EU27,DEXTROSE,30,PI-ING-000494,DEX-GTIN-04744130012590,WYMAGA_ETYKIETY,LABEL_EVIDENCE_MISSING,label/composition evidence missing — current label (ingredients + nutrition per 100 g/ml),"ICONFIT Dextro, czysta dekstroza w proszku",ICONFIT,1000 g,4744130012590,Producent wprost deklaruje pure dextrose monohydrate; skład jednoskładnikowy Dekstroos monohüdraat / Dekstrozes monohidrāts / Dextrose monohydrate.,Postać monohydrat; NIP i model aktywności osobno,0,"PI-ING-000494 uzupełnia: nasycone=0; sól=0; błonnik=0 /100g. To oszacowanie, nie deklaracja etykiety. MODEL PI: 90,9g aktywnej dekstrozy +9,1g wody/100g; nie jest pomiarem partii. Czystość suchej masy i zaokrąglone cukry NIP nie zastępują CoA. Forma monohydratu potwierdzona niezależnie od tabeli żywieniowej. Zachowano deklarację 92 g węglowodanów i 91,8 g cukrów; nie są to analityczne dane o czystości lub wodzie. PI 90,9%/9,1% wyłącznie jako jawne założenie stechiometryczne.","Wybrano zweryfikowaną alternatywę ICONFIT zamiast Alvo 400 g. Nie zakładano, że sam napis dekstroza potwierdza monohydrat. Starsza tabela EE/LT ma odwróconą kolejność kJ/kcal w nagłówku: 368/1541; poprawne jednostki potwierdza aktualna strona producenta LV/LT.",AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://iconfit.ee/products/dextrose
EE,★★★★,EU27,TARA,3,PI-ING-000492,TARA-GTIN-08055728540170,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,IMPORT; SaporePuro manufacturer TDS revision 17/07/2026: sole ingredient E417; per 100 g nutrition and moisture on page 10; allergy information on pages 1–2 and 11–12. EU shipping coverage is explicit.,"Energia źródła, jeśli dostępna; brakujące pola z PI. Nie narzucano zgodności różnych konwencji znakowania.",0,"Wszystkie 8 pól z etykiety/TDS lub jawnego przeliczenia porcji/sodu/błonnika. Aktywność względna=1 wyłącznie MODEL PI, nie oznaczenie handlowej partii. Dawka odniesienia 3 g/1000 g (0,3%) bez automatycznego skalowania. Lepkość ani 100% składnika nie oznaczają 100% galaktomannanu. Woda z TDS: 7 g/100 g; TDS reference moisture 7%, not a batch measurement. Storefront states <9.11%; source discrepancy retained. IMPORT from Italy to Estonia. Manufacturer lists the selected 50 g variant available. Shipping policy expressly covers the EU, with estimated delivery in 3–7 working days; final postcode and charges at checkout. Countries are covered as an EU bloc, not individually named.",The original Gemoss/Kaupmees local-distribution assertions were not corroborated for this exact ingredient; select the verified EU import route. Do not reuse user EAN8052744883445: unverified and different from secondary250g barcode lead. Do not confuse this E417 ingredient with SaporePuro Neutro stabilizer containing maltodextrin/tara/guar. Current TDS takes precedence over storefront moisture/viscosity values. AKTUALIZACJA: oficjalny JSON producenta potwierdza dla 50 g SKU SPGT50 i EAN 8055728540170; poprzedni brak identyfikatora zamknięty.,AUTO PO AKCEPTACJI,LEAD,EAN_ON_GENERIC_TLD_PAGE,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
PH,★★★★,ASEAN,MILK,672,PI-ING-000236,MILK-GTIN-5701215046832,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Emborg Full Cream Milk 3.5% 1L,Emborg,"1 L, karton UHT",5701215046832,"Emborg: oficjalna karta produktu 1L, 3.5%, cow's milk, pełny profil per100mL, aktualizacja 18.03.2026. PTC Commercial i Foodplus PH: dystrybucja filipińska, exact 1L/full cream/UHT3.5. MaxMart i Meatup: dokładny wariant 1L z GTIN 5701215046832. EAN nie pochodzi z domysłu dotyczącego marki. Cały profil odżywczy z jednej oficjalnej karty, nie z innego rynku/SKU.",WŁASNY PROFIL PR — przeliczenie z rzeczywistej etykiety,0,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,"Wybrano pełny produkt Emborg 3.5% zamiast pozostawiania Filipin bez pewnego EAN. Białko wynosi 3.2g zgodnie z bieżącą kartą producenta, nie 3.0g z wcześniejszych opisów.",AUTO PO AKCEPTACJI,LEAD,EAN_ON_GENERIC_TLD_PAGE,https://maxmartonline.com/emborg-milk-full-cream-1ltr
PH,★★★★,ASEAN,CREAM,130,PI-ING-000180,CREAM-GTIN-5701215046375,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg,200 ml,5701215046375,"Current official Emborg Natural Whipping Cream page (March 2026) explicitly lists 200 ml and 1 L European cow-milk cream, milk allergen and full per100ml table:1387kJ/337kcal,F35.1,Sat22,C3.3,Sugar3.3,Fibre0,P2.1,Salt0.07. Exact consumer pack GTIN corroborated by primary Tops/Maxmart/Meatup retailer. Local market source(s) identify same natural UHT dairy whipping cream and matching consumer pack, with sale listing; see URLs. Manufacturer’s explicitly stated kcal retained, not recomputed from independently rounded kJ.",WŁASNY PROFIL PR — rzeczywista etykieta,5.100000000000001,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Replaces unsupported regional Oldenburger30 candidate with verified locally listed plain dairy cream35.1. Search did not establish local Oldenburger30 exact SKU; no assertion that all possible30 products are unavailable. Source35.1 actual fat retained. No vegetable-fat or sweetened whipping toppings used.,AUTO PO AKCEPTACJI,LEAD,EAN_ON_GENERIC_TLD_PAGE,https://maxmartonline.com/emborg-whipping-cream-200ml
PH,★★★★,ASEAN,SMP,35,PI-ING-000270,SMP-GTIN-09300639999005,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Devondale Instant Skim Milk Powder,Devondale,1 kg,9300639999005,"ShopeePH: produkt1kg sprzedajeNANA MALL, cenaPHP1580. Campbells potwierdza jednostkowy kod9300639999005. Woolworths podaje makro suchego proszku na100g; energia i wysoka zawartość białka wykluczają mleko po rozpuszczeniu. Costco potwierdza alergenMilk, HKTVMall składskim milk.",Własny profil SMP — Engine przelicza rzeczywiste dane i jawne estymacje,0.09999999999999998,błonnik: PI-ING-000270 (0 /100 g). Oferta importowana na platformiePH; nie potwierdza szerokiej lokalnej dystrybucji. Termin przydatności konkretnej partii należy sprawdzić przed zamówieniem (inne oferty mają daty historyczne).,"Wybrano zwykłe czysteSMP z ofertą dlaFilipin. OdrzuconoAlaska Fortified Powdered Milk Drink jako napój mleczny. Kcal=1455/4,184, sól=428mg×0,0025.",AUTO PO AKCEPTACJI,LEAD,MARKET_PAGE_WITHOUT_EAN,https://shopee.ph/Devondale-Instant-Skim-Milk-Powder-1kg-i.82265567.23335805507
PH,★★★★,ASEAN,DEXTROSE,30,PI-ING-000494,DEX-PH-PRODUCT,WYMAGA_ETYKIETY,LABEL_EVIDENCE_MISSING,label/composition evidence missing — current label (ingredients + nutrition per 100 g/ml),Purechem Dextrose Monohydrate,,B2B — opakowanie niepubliczne,,"Nazwa w oficjalnym katalogu Purechem: Dextrose Monohydrate; funkcja Sweetener, kategoria Bakery Ingredients.",Postać monohydrat; NIP i model aktywności osobno,0,"PI-ING-000494 uzupełnia: kcal=364; tłuszcz=0; nasycone=0; węglowodany=90.9; cukry=90.9; białko=0; sól=0; błonnik=0 /100g. To oszacowanie, nie deklaracja etykiety. MODEL PI: 90,9g aktywnej dekstrozy +9,1g wody/100g; nie jest pomiarem partii. Czystość suchej masy i zaokrąglone cukry NIP nie zastępują CoA. B2B do wyceny; potwierdzić rozmiar opakowania, producenta, CoA i brak dodatków przed zakupem.","Zamiast nieudokumentowanego CM Dextrose 300g wybrano jednoznacznie nazwany surowiec spożywczy; nie wybierać produktów IV, weterynaryjnych ani nieokreślonych proszków aptecznych.",AUTO PO AKCEPTACJI,BRAK,NO_EAN_IN_V7,https://www.purechem.com.ph/shop/bakery/dextrose-monohydrate
PH,★★★★,ASEAN,TARA,3,PI-ING-000492,TARA-MP-1508-50,WYMAGA_DOSTAWY,LOCAL_PURCHASE_PATH_MISSING,no evidenced local purchase/delivery path in this market,Tara Gum — Home 50g,Modernist Pantry,50 g (manufacturer Home pack; retailer title also says2oz),819543011967,"UNCONFIRMED; Manufacturer exact 50g back image visually verified: UPC 819543011967. Nutrition explicitly per100g: 360 kcal; fat1g;saturated0g;sodium0mg;total carbohydrate85g;dietary fiber85g;sugars0g;protein2g. Ingredients:tara gum. Label energy is preserved as printed and does not follow available-carbohydrate plus fiber2kcal/g accounting. Total carbohydrate includes dietary fiber; do not add fiber to it. Ubuy Philippines item21344995 advertises US import,in stock,PHP1852 and estimated delivery; acceptance of exact destination/order not confirmed.",ENERGIA DO WYJAŚNIENIA: etykieta 360 kcal/100 g; available carbs 0 g po odjęciu błonnika. Zachowano deklarowaną energię; przeliczenie 9/4/4/2 daje 187 kcal. Różna konwencja energii błonnika — nie używać do automatycznego znakowania UE.,0,"Wszystkie 8 pól z etykiety/TDS lub jawnego przeliczenia porcji/sodu/błonnika. Aktywność względna=1 wyłącznie MODEL PI, nie oznaczenie handlowej partii. Dawka odniesienia 3 g/1000 g (0,3%) bez automatycznego skalowania. Lepkość ani 100% składnika nie oznaczają 100% galaktomannanu. Woda 9,5 g/100 g: ESTIMATED z PI; brak oznaczenia produktu. Specific Philippines listing offers US import with PHP price and estimate; acceptance for exact address/order is unverified and Ubuy listings can be restricted. Confirm checkout before purchasing.","Primary package image confirms UPC819543011967; user-suggested barcode811234023249 is not used for this exact50g pack. Manufacturer label resolves ambiguous retailer package metadata. Nutrition records US total carbohydrate including fiber, and label energy360 is not recalculated silently. No universal allergy guarantee.",AUTO PO AKCEPTACJI,LEAD,EAN_ON_GENERIC_TLD_PAGE,https://modernistpantry.com/products/tara-gum.html
GH,★★★★,WEST_AFRICA,MILK,672,PI-ING-000236,MILK-GH-DANO-UHT-36-1L,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer","Dano UHT Full Cream Milk 3,5% / 3,6% 1 L",Dano,1 L,4100290099800,Arla regional + Melcom Ghana + exact GTIN,WŁASNY PROFIL PR — przeliczenie z rzeczywistej etykiety,0.10000000000000009,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Najbliższy powszechny wariant krajowy; wartości exact PR wygrywają z PI.,AUTO PO AKCEPTACJI,LEAD,SOURCE_NOT_READABLE,https://www.arla.ng/brands/arla-dano-full-cream-uht-35pct-fat-1l-408775/;
GH,★★★★,WEST_AFRICA,CREAM,130,PI-ING-000180,CREAM-GTIN-5701215046375,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Emborg Natural Whipping Cream UHT 35%,Emborg,200 ml,5701215046375,"Official Emborg current product page explicitly covers 200ml and 1L, seven nutrients plus fibre, update 21/03/2026. MaxMart Ghana exact 200ml listing provides GTIN 5701215046375. Local retailer lists Emborg dairy whipping cream 200ml; identical brand/type/pack to GTIN source.",WŁASNY PROFIL PR — rzeczywista etykieta,5.100000000000001,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Verified pure dairy 35% alternative to target 30%. Actual label fat 35.1g; replaces unverified user profile (protein 2.3/salt .08) with current official protein 2.1/salt .07. Precise EU manufacturing country not stated by official page.,AUTO PO AKCEPTACJI,LEAD,EAN_ON_GENERIC_TLD_PAGE,https://maxmartonline.com/emborg-whipping-cream-200ml
GH,★★★★,WEST_AFRICA,SMP,35,PI-ING-000270,SMP-GTIN-00733739058324,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,"Indywidualnie odczytana karta katalogu gh.iherb.com: dokładna nazwa/340 g; In stock; Add to Cart; GH₵145.29. Oficjalna strona wysyłki potwierdza kraj Ghana i przewoźnika: FedEx, wysyłka z USA. Producent potwierdza UPC 733739058324, SKU5832, skład i tabelę dla 3 tbsp (24 g) = 8 oz milk. Masa suchego proszku jest jawnie udokumentowana, więc przeliczono ×100/24; sól z sodu100mg ×100/24 ×0,0025 =1,0416667 g/100g.",Własny profil SMP — Engine przelicza rzeczywiste dane i jawne estymacje,-0.8,"Wszystkie pola pochodzą z etykiety; przeliczenie masy porcji i sodu nie jest estymacją. Oferta importowa e-commerce do wskazanego kraju, nie dowód lokalnego magazynu ani powszechności w sklepach. Karta In stock i dostępny kanał wysyłki; dokładna dostawa do adresu, koszt i termin zależą od koszyka. Makro przeliczone z zaokrąglonych deklaracji amerykańskiej etykiety, zera nie są wynikiem analitycznym.","Wybrano w pełni udokumentowany SMP w krajowym kanale importowym zamiast produktu z niekompletną etykietą/dostępnością: Marvel Original Dried Skimmed Milk (175 g). Odrzucono Cowbell z tłuszczem roślinnym/cukrem. Nie przenoszono profilu Snappy (346 kcal; 0,6 fat; 0,4 sat; 50,3 carb; 49,8 sugar; 34,9 protein; 1,3 salt), bo HTML Snappy wiąże go z INNYM GTIN 5000354909856; lokalny MaxMart ma 5000354909849. Wartości NOW 0 g fat/sat/fiber pochodzą z rzeczywistej tabeli24 g, nie z hasła 0%.",AUTO PO AKCEPTACJI,LEAD,EAN_ON_GENERIC_TLD_PAGE,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
GH,★★★★,WEST_AFRICA,DEXTROSE,30,PI-ING-000494,DEX-GH-PRODUCT,WYMAGA_ETYKIETY,LABEL_EVIDENCE_MISSING,label/composition evidence missing — current label (ingredients + nutrition per 100 g/ml),Dextrose Monohydrate,Unspecified manufacturer,B2B — opakowanie niepubliczne,,"Local Ghana distributor identifies monohydrate and use as sweetener in confectioneries, baking, desserts, beverages.",Postać monohydrat; NIP i model aktywności osobno,0,"PI-ING-000494 uzupełnia: kcal=364; tłuszcz=0; nasycone=0; węglowodany=90.9; cukry=90.9; białko=0; sól=0; błonnik=0 /100g. To oszacowanie, nie deklaracja etykiety. MODEL PI: 90,9g aktywnej dekstrozy +9,1g wody/100g; nie jest pomiarem partii. Czystość suchej masy i zaokrąglone cukry NIP nie zastępują CoA. Supplier listing verified; confirm lot food grade, availability and specification",Replaces unverified Glucolin pure composition/EAN with documented local ingredient supplier.,AUTO PO AKCEPTACJI,BRAK,NO_EAN_IN_V7,https://www.maridav.com/hnh-product-description.php?p_id=67&prod_class=Pharmaceuticals
GH,★★★★,WEST_AFRICA,TARA,3,PI-ING-000492,TARA-GTIN-00711221973058,WYMAGA_DOSTAWY,LOCAL_PURCHASE_PATH_MISSING,no evidenced local purchase/delivery path in this market,Cape Crystal Brands Tara Gum Powder,Cape Crystal Brands,2 oz (56.7 g),711221973058,"UNCONFIRMED; Country product page displays stock, USA import and delivery estimate with conflicting restriction text. Package and barcode are package-specific listing data; barcode is UPC-A, preserved without adding digits. No nutritional label retrieved.","Energia źródła, jeśli dostępna; brakujące pola z PI. Nie narzucano zgodności różnych konwencji znakowania.",0,"ESTIMATED z PI-ING-000492: kcal=180; tłuszcz=0.5; nasycone=0; węglowodany dostępne=1.5; cukry=0; białko=2; sól=0; błonnik=86.5 /100 g. To model, nie etykieta produktu. Aktywność względna=1 wyłącznie MODEL PI, nie oznaczenie handlowej partii. Dawka odniesienia 3 g/1000 g (0,3%) bez automatycznego skalowania. Lepkość ani 100% składnika nie oznaczają 100% galaktomannanu. Woda 9,5 g/100 g: ESTIMATED z PI; brak oznaczenia produktu. Advertised USA import to Ghana: listing in stock on 2026-09-08, estimated arrival 2026-09-16, shipping/customs at checkout. However, the page also contains a Remove Restriction control and says not all listed products are for sale. Country fulfillment remains unconfirmed.",Benosen 4 oz lead is explicitly out of stock. Selected Cape Crystal 2 oz import listing instead; Benosen UPC795258106153 is not transferred.,AUTO PO AKCEPTACJI,LEAD,EAN_ON_GENERIC_TLD_PAGE,https://www.capecrystalbrands.com/products/tara-gum
GR,★★★★,EU27,MILK,672,PI-ING-000236,MILK-GR-DELTA-HHT-35-15L,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer","DELTA mmmMilk Family High Pasteurized Full 3,5% 1,5 L",DELTA,"1,5 L",5201037509107,Producent + Sklavenitis + exact EAN i pełna tabela,WŁASNY PROFIL PR — przeliczenie z rzeczywistej etykiety,0,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,Najbliższy powszechny wariant krajowy; wartości exact PR wygrywają z PI.,AUTO PO AKCEPTACJI,LEAD,MARKET_PAGE_WITHOUT_EAN,https://www.delta.gr/en/gala/milk-oikogeneiako-plires-15lt-2/;
GR,★★★★,EU27,CREAM,130,PI-ING-000180,CREAM-GTIN-5711953155949,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Arla Κρέμα Γάλακτος UHT 35% 200 g,Arla,200 g,5711953155949,"Oficjalna grecka karta Arla publikuje jednostkowy EAN 5711953155949, 200 g, duńskie pochodzenie i pełne 7 pól na 100 g. Grecki detalista Thanopoulos publikuje ten sam EAN, skład i lokalną ofertę.",WŁASNY PROFIL PR — rzeczywista etykieta,5,Dane kompletne. Końcowy PR poza Mapperem według istniejącej konwencji.,"Zastąpiono nieudokumentowany lokalnie Oldenburger 30% Arlą 35%. Dane użytkownika pochodziły częściowo z Fage: zastosowano wyłącznie profil Arla. Detalista nazywa opakowanie 200 ml, producent 200 g; zachowano wielkość producenta. Karta Arla ma literówkę w procentach składników (96.5+3.7>100) i starą stopkę 36%; nie przeniesiono tych sprzecznych tekstów, pozostawiono jednoznaczne 35% tytułu, profilu i sklepu.",AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://www.arlafoods.gr/our-brands/arla/krema-galaktos-35-200g/
GR,★★★★,EU27,SMP,35,PI-ING-000270,SMP-GTIN-03043932643706,KANDYDAT_PR,VERIFY_CANDIDATE,"EAN printed on a page serving this market + label facts (ingredients, nutrition) from manufacturer/retailer",Γάλα Αποβουτυρωμένο σε σκόνη,Régilait,250 g,3043932643706,"Sklavenitis podaje tabelę na 100 g i na 25 g proszku (10 porcji w 250 g), skład, producenta francuskiego i importera greckiego. Bazaar podaje kod 3043932643706.",Własny profil SMP — Engine przelicza rzeczywiste dane i jawne estymacje,0,błonnik: PI-ING-000270 (0 /100 g).,Wybrano lokalne opakowanie 250 g z własnym EAN; nie przypisano mu kodu francuskiego opakowania 300 g.,AUTO PO AKCEPTACJI,CONFIRMED,EAN_ON_MARKET_PAGE,https://www.bazaar-online.gr/regilait-250g-gala-se-skoni
GR,★★★★,EU27,DEXTROSE,30,PI-ING-000494,DEX-GR-PRODUCT,WYMAGA_GTIN,GTIN_MISSING,barcode not established for the chosen pack — label photo or market page printing the GTIN,Dextrose Powder,Louis François,5 kg,,Lokalny sprzedawca jawnie podaje glucose monohydrated; TDS C6H12O6H2O i kod455B5kg.,Postać monohydrat; NIP i model aktywności osobno,0,"Całe8pól z etykiety/TDS. MODEL PI: 90,9g aktywnej dekstrozy +9,1g wody/100g; nie jest pomiarem partii. Czystość suchej masy i zaokrąglone cukry NIP nie zastępują CoA. Dostępny na zamówienie.","Rozbieżność soli zamknięta kartą producenta2024:12,5mg/100g =0,0125g, nie0,125g ani12,5g. TDSobejmuje1kg450A/5kg455B/25kg330D.",AUTO PO AKCEPTACJI,BRAK,NO_EAN_IN_V7,https://www.infusion.gr/en/bar-chef-e/sugar-polyols/dextrose-powder-5kg-louis-francois
