iso2,priority,region,role,grams,pi_ing,pi_in_2541,proposal_key,product,brand,pack,ean,ean_cell,gtin_checksum,rcn_range,gs1_prefix_registry,v7_status,source_domain,source_class_heuristic,source_url
IN,★★★★,SOUTH_ASIA,DEXTROSE,30,PI-ING-000494,YES,DEX-IN-PRODUCT,Gujarat Ambuja Dextrose Monohydrate Powder,Gujarat Ambuja / GAEL,25 kg bag; available also 50 kg (supplier listing),,,,,,WYMAGA_GTIN,ambujagroup.com,DIRECT_SITE_UNCLASSIFIED,"https://www.ambujagroup.com/dextrose-monohydrate-powder
https://www.ambujagroup.com/assets/tds-file/tds-dextrose-monohydrate-powder.pdf
https://www.aksharchemicals.in/dextrose-monohydrate.html
https://leroma.de/api/v1/downloadData?pathName=cdn/seller1377/seller-skus/sellerSku3771/documents/63000_Dextrose_monohydrat_-_Spezifiaktion_Gujarat_Ambuja_Exports.pdf"
IN,★★★★,SOUTH_ASIA,TARA,3,PI-ING-000492,YES,TARA-IN-PRODUCT,Tara Gum Food Grade,Meron,25 kg Kraft bag / corrugated carton,,,,,,WYMAGA_ETYKIETY,agaragar.in,DIRECT_SITE_UNCLASSIFIED,"https://www.agaragar.in/gums.html
https://www.agaragar.co.in/tara-gum-12739350.html"
ID,★★★★,ASEAN,MILK,672,PI-ING-000236,YES,MILK-GTIN-8993351121307,Greenfields Full Cream UHT Milk 1L,Greenfields,"1 L, karton UHT",8993351121307,TEXT,OK,NO,ID,KANDYDAT_PR,shopifull.com,DIRECT_SITE_UNCLASSIFIED,"https://shopifull.com/product/greenfields-full-cream-uht-milk-1ltr/
https://asbajayaberkah.com/product/greenfields-full-cream-milk-1-l/
https://shop.redmed.co.id/product/greenfields-full-cream-milk-uht-fc-ba-1l/
https://en.indotrading.com/jayautamasantikah/greenfields-uht-full-cream-1l-per-karton-isi-12-pcs-8993351121307-p1180454.aspx
https://greenfieldsdairy.com/en-SG/produk/uht-milk-en/full-cream-uht-milk-en"
ID,★★★★,ASEAN,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5701215046375,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg,200 ml,5701215046375,TEXT,OK,NO,DK,KANDYDAT_PR,raisa.aeonstore.id,DIRECT_SITE_UNCLASSIFIED,"https://raisa.aeonstore.id/shop/dairy-eggs/cheese-cream-butter/emborg-whipping-cream-200ml/
https://www.emborg.com/product/whipping-cream/
https://raisa.aeonstore.id/product-category/dairy-eggs/cheese-cream-butter/page/4/?column=2&perpage=60&shop_view=grid_view
https://www.tops.co.th/en/emborg-dairy-whipping-cream-200ml-5701215046375
https://maxmartonline.com/emborg-whipping-cream-200ml"
ID,★★★★,ASEAN,SMP,35,PI-ING-000270,YES,SMP-GTIN-09556958338807,Sunlac Low Fat Instant Skim Milk Powder,Sunlac,700 g,9556958338807,TEXT,OK,NO,MY,WYMAGA_ETYKIETY,dailylac.com.my,DIRECT_SITE_UNCLASSIFIED,"https://dailylac.com.my/product/sunlac-700g/
https://www.sunlac.com.my/page/169/Skim-Milk-Powder/
https://megakulim.com.my/index.php?product_id=454&route=product%2Fproduct
https://store18714.store.link/category/promo-susu-beli-1-lebih-murah?page=2
https://shopee.co.id/SUNLAC-SKIM-MILK-POWDER-700-gram-i.287299970.26417712255
https://shopee.co.id/SUNLAC-Low-Fat-Susu-Tepung-Skim-700-gr-i.1642700743.49902841159"
ID,★★★★,ASEAN,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
ID,★★★★,ASEAN,DEXTROSE,30,PI-ING-000494,YES,DEX-ID-PRODUCT,Dextrose Monohydrate – PT Lam Seng Hang Indonesia,,25 kg PP bag,,,,,,WYMAGA_ETYKIETY,lsh-indonesia.com,DIRECT_SITE_UNCLASSIFIED,https://www.lsh-indonesia.com/product/dextrose-monohydrate/
ID,★★★★,ASEAN,TARA,3,PI-ING-000492,YES,TARA-ID-PRODUCT,Tara Gum,Dupont — named by distributor,25 kg,,,,,,WYMAGA_ETYKIETY,sumberberkatingredia.com,DIRECT_SITE_UNCLASSIFIED,https://sumberberkatingredia.com/produk/tara-gum/
IS,★★★★,EEA_NON_EU,MILK,672,PI-ING-000236,YES,MILK-GTIN-5690527101011,MS Nýmjólk 1 l,MS,"1 L karton, produkt MS nr0101",5690527101011,TEXT,OK,NO,IS,KANDYDAT_PR,ms.is,DIRECT_SITE_UNCLASSIFIED,"https://www.ms.is/vorur/vara/nymjolk-1-l
https://verdlagseftirlit.is/dashboard/item/33/5690527101011/
https://www.neytandinn.is/i/sku/uid-f7c0fcf6-7aa8-492f-b33d-5ccad49e5268"
IS,★★★★,EEA_NON_EU,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5690527172011,MS Rjómi 36% 500 ml,MS,500 ml,5690527172011,TEXT,OK,NO,IS,KANDYDAT_PR,ms.is,DIRECT_SITE_UNCLASSIFIED,https://www.ms.is/vorur/vara/rjomi-500-ml
IS,★★★★,EEA_NON_EU,SMP,35,PI-ING-000270,YES,SMP-GTIN-05690516075156,Undanrennuduft úða/iðn 25 kg,MS Mjólkursamsalan,25 kg,5690516075156,TEXT,OK,NO,IS,KANDYDAT_PR,ms.is,DIRECT_SITE_UNCLASSIFIED,https://www.ms.is/vorur/vara/undanrennuduft-uda-idn-25-kg
IS,★★★★,EEA_NON_EU,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
IS,★★★★,EEA_NON_EU,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-05060326271725,Dextrose Powder Unflavoured 1 kg,HSN Raw Series,1 kg,5060326271725,TEXT,OK,NO,GB,KANDYDAT_PR,hsnstore.eu,DIRECT_SITE_UNCLASSIFIED,"https://www.hsnstore.eu/brands/raw-series/dextrose-powder
https://www.hsnstore.eu/international-shipping-costs
https://www.carrefour.es/dextrosa-de-hsn-sin-sabor-1-kg-20-tomas-por-envase-100-pura-dextrosa-en-polvo-sin-anadidos-ni-excipientes-carbohidratos-de-alto-indice-glucemico-no-gmo-vegano-sin-gluten/5060326271725/p
https://storage.googleapis.com/catalog-pictures-carrefour-es/catalog/pictures/hd_1500x_/5060326271725_3.jpg"
IS,★★★★,EEA_NON_EU,TARA,3,PI-ING-000492,YES,TARA-MP-1508-50,Pure Tara Gum Powder 50 g,Modernist Pantry,50 g (oferta marketplace opisuje także jako 2 oz),819543011967,TEXT,OK,NO,US/CA (UPC-A),WYMAGA_DOSTAWY,ubuy.is,DIRECT_SITE_UNCLASSIFIED,"https://www.ubuy.is/en/product/20BCUPO-pure-tara-gum-powder-non-gmo-gluten-free-vegan-ou-kosher-certified-50g-2oz
https://modernistpantry.com/products/tara-gum.html
https://modernistpantry.com/pages/international-shipping.html
https://cdn11.bigcommerce.com/s-nu5wtrnr3h/images/stencil/1280x1280/products/507/1289/modernistpantry_taragum_50g_back__92203.1691090330.jpg?c=1"
IL,★★★★,ISRAEL,MILK,672,PI-ING-000236,YES,MILK-IL-TNUVA-CLASSIC-38-1L,"Tnuva Milk with a Classic Taste 3,8% 1 L",Tnuva,1 L,7290000051352,TEXT,OK,NO,IL,KANDYDAT_PR,supercompare.co.il,DIRECT_SITE_UNCLASSIFIED,https://www.supercompare.co.il/en/product/7290000051352; https://www.tivtaam.co.il/?catalogProduct=17231
IL,★★★★,ISRAEL,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-7290104728310,Yotvata Whipping Cream 38% 250 ml (שמנת להקצפה 38%),Yotvata / יטבתה,250 ml,7290104728310,TEXT,OK,NO,IL,KANDYDAT_PR,shufersal.co.il,DIRECT_SITE_UNCLASSIFIED,"https://www.shufersal.co.il/online/he/p/P_7290104728310
https://www.primadonaonline.co.il/categories/79722/products?catalogProduct=1318
https://www.mymarket.co.il/?catalogProduct=1318
https://www.lipsker.net/specials?catalogProduct=1318
https://www.shuk-nachalat.co.il/product-details/29072/שמנת_להקצפה_38_יטבתה_250_מ_ל"
IL,★★★★,ISRAEL,SMP,35,PI-ING-000270,YES,SMP-IL-SKU,אבקת חלב רזה 0.8% שומן,,200 g,,,,,,WYMAGA_ETYKIETY,sir-pele.co.il,DIRECT_SITE_UNCLASSIFIED,"https://sir-pele.co.il/items/677937-%D7%90%D7%91%D7%A7%D7%AA-%D7%97%D7%9C%D7%91-%D7%A8%D7%96%D7%94-0-8-%D7%A9%D7%95%D7%9E%D7%9F-200-%D7%92%D7%A8%D7%9D
https://www.kfi.co.il/product/%D7%90%D7%91%D7%A7%D7%AA-%D7%97%D7%9C%D7%91-%D7%A8%D7%96%D7%94/"
IL,★★★★,ISRAEL,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
IL,★★★★,ISRAEL,DEXTROSE,30,PI-ING-000494,YES,DEX-IL-PRODUCT,דקסטרוז שק / Dextrose Monohydrate,Homebrewing.co.il (bez marki producenta),25 kg,,,,,,WYMAGA_ETYKIETY,homebrewing.co.il,DIRECT_SITE_UNCLASSIFIED,https://homebrewing.co.il/catalog.asp?page=newshowprod.asp&prodid=2998212
IL,★★★★,ISRAEL,TARA,3,PI-ING-000492,YES,TARA-MP-1508-50,Modernist Pantry Tara Gum 50 g,Modernist Pantry,50 g,819543011967,TEXT,OK,NO,US/CA (UPC-A),WYMAGA_DOSTAWY,modernistpantry.com,DIRECT_SITE_UNCLASSIFIED,"https://modernistpantry.com/products/tara-gum.html
https://modernistpantry.com/pages/international-shipping.html
https://cdn11.bigcommerce.com/s-nu5wtrnr3h/images/stencil/1280x1280/products/507/1289/modernistpantry_taragum_50g_back__92203.1691090330.jpg?c=1"
JP,★★★★,EAST_ASIA,MILK,672,PI-ING-000236,YES,MILK-GTIN-4955447100416,Hokkaido Hidaka 3.6 Long Life Milk 200 ml,Hokkaido Hidaka,200 ml carton; retailer case 24 cartons,4955447100416,TEXT,OK,NO,JP,KANDYDAT_PR,store.shopping.yahoo.co.jp,DIRECT_SITE_UNCLASSIFIED,"https://store.shopping.yahoo.co.jp/souvenir-chidoriya/4955447100416-cs.html
https://www.tajimaya-cc.net/products/36120
https://www.hug.com.tw/product/detail/drx8eizjgp5c
https://shop.use.com.tw/products/%E5%8C%97%E6%B5%B7%E9%81%93%E6%97%A5%E9%AB%9836%E7%89%9B%E4%B9%B3
https://images.openfoodfacts.org/images/products/495/544/710/0416/1.jpg
https://images.openfoodfacts.org/images/products/495/544/710/0416/2.jpg"
JP,★★★★,EAST_ASIA,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3252920035502,Le Gall Crème fleurette entière 30% MG,Le Gall,250 ml bottle,3252920035502,TEXT,OK,NO,FR,KANDYDAT_WARUNKOWY,parisnodaidoko.com,DIRECT_SITE_UNCLASSIFIED,"https://www.parisnodaidoko.com/view/item/000000000258
https://item.rakuten.co.jp/parisnodaidoko/tbl-lg07/
https://www.laiterie-legall.fr/fr/creme-fleurette-entiere-30-mg-25cl/
https://www.supermarchesmatch.fr/fr/p/1594817/le-gall-creme-fraiche-fleurette-entiere-30-percent-mg
https://www.coursesu.com/p/creme-fraiche-fleurette-30mg-le-gall---25cl/4886201.html
https://www.auchan.fr/legall-creme-fleurette-entiere-30-mg/pr-C1176894
https://makeshop-multi-images.akamaized.net/tabuluparis/shopimages/58/02/10_000000000258.jpg"
JP,★★★★,EAST_ASIA,SMP,35,PI-ING-000270,YES,SMP-GTIN-04908013127805,よつ葉 北海道スキムミルク (Yotsuba Hokkaido Skim Milk),Yotsuba / よつ葉,150 g,4908013127805,TEXT,OK,NO,JP,WYMAGA_ETYKIETY,yotsuba.co.jp,DIRECT_SITE_UNCLASSIFIED,"https://www.yotsuba.co.jp/product/milk-powder_12780.html
https://www.askul.co.jp/p/RR46225/
https://www.profoods.co.jp/i/1030562"
JP,★★★★,EAST_ASIA,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
JP,★★★★,EAST_ASIA,DEXTROSE,30,PI-ING-000494,YES,DEX-JP-PRODUCT,ブドウ糖 / 含水結晶ぶどう糖 1kg,加藤化学 Kato Kagaku / Fuji Cryster (フジクリスター),1 kg,,,,,,WYMAGA_ETYKIETY,item.rakuten.co.jp,MARKETPLACE,"https://item.rakuten.co.jp/nk/455447/
https://www.katokagaku.co.jp/products/product-list.html"
JP,★★★★,EAST_ASIA,TARA,3,PI-ING-000492,YES,TARA-JP-PRODUCT,"スピノガムD (Spinogum D), tara gum",Fuso Chemical (扶桑化学工業株式会社),Gramatura niepubliczna,,,,,,WYMAGA_ETYKIETY,sansho.co.jp,DIRECT_SITE_UNCLASSIFIED,"https://sansho.co.jp/product/other-products/
https://fusokk.co.jp/lifescience-products/%E3%82%B9%E3%83%94%E3%83%8E%E3%82%AC%E3%83%A0%EF%BC%88%E3%82%BF%E3%83%A9%E3%82%AC%E3%83%A0%EF%BC%89"
QA,★★★★,GCC,MILK,672,PI-ING-000236,YES,MILK-GTIN-5711953072352,Organic Milk Full Fat 200ml,Arla,200 ml,5711953072352,TEXT,OK,NO,DK,KANDYDAT_PR,mea.arla.com,DIRECT_SITE_UNCLASSIFIED,"https://mea.arla.com/product-overview/organicmilk/full-fat-200ml-3195/
https://www.thefreshmarketdubai.com/products/arla-organic-milk-full-fat-200ml-5711953072352
https://www.noon.com/qatar-en/organic-milk-full-fat-plain-200ml/N32671173A/p/?o=d5b79a2fa867ab1f"
QA,★★★★,GCC,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3412290032215,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,Paysan Breton,20 cl,3412290032215,TEXT,OK,NO,FR,KANDYDAT_PR,casinetto.com,DIRECT_SITE_UNCLASSIFIED,"https://casinetto.com/products/cooking-and-whipping-cream-30/
https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/697134c3-73cd-408b-8a68-2100017edff8_size1920_cropCenter.jpg
https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/4dd8e776-62e5-4b64-8b34-30e98d6b5a69_size1920_cropCenter.jpg
https://gcc.luluhypermarket.com/en-qa/paysan-breton-whipping-cooking-cream-200-ml/p/423673"
QA,★★★★,GCC,SMP,35,PI-ING-000270,YES,SMP-GTIN-03043931691418,Régilait Instant Skimmed Milk Powder 0% Fat,Régilait,puszka 300 g,3043931691418,TEXT,OK,NO,FR,KANDYDAT_PR,gcc.luluhypermarket.com,DIRECT_SITE_UNCLASSIFIED,"https://gcc.luluhypermarket.com/en-qa/regilait-0-fat-instant-skimmed-milk-powder-300-g/p/405103
https://regilait.com/en/products/powdered-milks/instant-skimmed-milk-powder-0-fat
https://thegrocer.com.qa/product/regilait-instant-skimmed-milk-powder-non-fat-300g/"
QA,★★★★,GCC,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
QA,★★★★,GCC,DEXTROSE,30,PI-ING-000494,YES,DEX-QA-PRODUCT,Dextrose Monohydrate 1kg,Louis François,1 kg; case 12,,,,,,WYMAGA_GTIN,chefmiddleeast.com,DIRECT_SITE_UNCLASSIFIED,"https://www.chefmiddleeast.com/products/18224/
https://www.chefmiddleeast.com/cme-products/pastry/technical-ingredients/sugar-and-derivatives/
https://louisfrancois.com/produit/dextrose/
https://www.chefgourmet.ch/ftp/pgiArticle/LF4550B/LF4550B_Dextrose_5kg_FT_CG_EN_20240108.pdf
https://www.meilleurduchef.com/fr/achat/patisserie/ingredients/sucre-edulcorant/lfr-dextrose.html"
QA,★★★★,GCC,TARA,3,PI-ING-000492,YES,TARA-MP-1508-50,Modernist Pantry Pure Tara Gum Powder,Modernist Pantry,50 g,819543011967,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,qatar.desertcart.com,DIRECT_SITE_UNCLASSIFIED,"https://qatar.desertcart.com/products/742480838-pure-tara-gum-powder-non-gmo-gluten-free-vegan-ou
https://modernistpantry.com/products/tara-gum.html
https://cdn11.bigcommerce.com/s-nu5wtrnr3h/images/stencil/90x90/products/507/1289/modernistpantry_taragum_50g_back__92203.1691090330.jpg?c=1"
KE,★★★★,KENYA,MILK,672,PI-ING-000236,YES,MILK-GTIN-6281007032568,Almarai Long Life Milk Full Fat 200 ml,Almarai,"200 ml UHT carton, individual unit",6281007032568,TEXT,OK,NO,SA,KANDYDAT_PR,almarai.com,DIRECT_SITE_UNCLASSIFIED,"https://www.almarai.com/en/brands/almarai/liquid-dairy/long-life-milk/long-life-milk-full-fat
https://www.facebook.com/savinghomenairobi/posts/saving-home-nairobi-kenya-branch-almarai-full-fat-milk-pure-goodness-pure-you-st/122236476026179029/
https://hungerstation.com/sa-en/supermarkets/regions/jeddah/az-zahra/branch/spinneys-178611/product/almarai-milk-full-fat-200ml-6281007032568
https://shopatshams.com.pk/products/almarai-full-fat-milk-200ml
https://images.openfoodfacts.org/images/products/628/100/703/2568/ingredients_en.24.full.jpg"
KE,★★★★,KENYA,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5701215046375,Emborg Natural Whipping Cream UHT 35%,Emborg,200 ml,5701215046375,TEXT,OK,NO,DK,KANDYDAT_PR,emborg.com,DIRECT_SITE_UNCLASSIFIED,"https://www.emborg.com/product/whipping-cream/
https://maxmartonline.com/emborg-whipping-cream-200ml
https://artcaffemarket.co.ke/products/emborg-whipping-cream-fat-uht-35-200ml"
KE,★★★★,KENYA,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,ke.iherb.com,DIRECT_SITE_UNCLASSIFIED,"https://ke.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134
https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://www.iherb.com/shipping/ke"
KE,★★★★,KENYA,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
KE,★★★★,KENYA,DEXTROSE,30,PI-ING-000494,YES,DEX-KE-PRODUCT,Dextrose Monohydrate (food grade),Unspecified manufacturer,25 kg,,,,,,WYMAGA_ETYKIETY,zenithcoltd.com,DIRECT_SITE_UNCLASSIFIED,https://zenithcoltd.com/product/dextrose-monohydrate-kenya/
KE,★★★★,KENYA,TARA,3,PI-ING-000492,YES,TARA-KE-PRODUCT,Modernist Pantry Pure Tara Gum Powder,Modernist Pantry,400 g,,,,,,WYMAGA_DOSTAWY,ubuy.ke,DIRECT_SITE_UNCLASSIFIED,"https://www.ubuy.ke/en/product/EPP4X2E-pure-tara-gum-powder-non-gmo-gluten-free-vegan-ou-kosher-certified-400g-14oz
https://modernistpantry.com/products/tara-gum.html"
CO,★★★★,LATAM_NORTH_ANDEAN,MILK,672,PI-ING-000236,YES,MILK-CO-ALQUERIA-SUPER-35-1100,"Alquería Súper Cremosa Leche Entera 3,5% 1100 ml",Alquería,1100 ml worek,7702177022726,TEXT,OK,NO,CO,KANDYDAT_PR,alqueria.com.co,DIRECT_SITE_UNCLASSIFIED,https://www.alqueria.com.co/productos/leche-entera/super-cremosa; https://www.exito.com/leche-entera-super-cremosa-unidad-alqueria-1100-ml-3121825/p
CO,★★★★,LATAM_NORTH_ANDEAN,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-7702177022344,Alquería Crema de Leche Original (fórmula PEC) 400 g,Alquería,"400 g, saszetka z zakrętką, 27 porcji po 15 g",7702177022344,TEXT,OK,NO,CO,KANDYDAT_PR,alqueria.com.co,DIRECT_SITE_UNCLASSIFIED,"https://www.alqueria.com.co/productos/cremas/crema-de-leche
https://www.mercaldas.com/crema-de-leche-alqueria-semientera-x400-g/p
https://www.mercaldas.com/api/catalog_system/pub/products/search/crema%20alqueria?_from=0&_to=49
https://mercaldas.vteximg.com.br/arquivos/ids/1362415/Crema-de-leche-ALQUERIA-semientera-x400-g_124699.jpg?v=639192268517630000
https://www.megatiendas.co/crema-de-leche-alqueria-semientera-x-400-g-7702177022344/p
https://es.scribd.com/document/731212940/FT-Crema-leche-Alq-1"
CO,★★★★,LATAM_NORTH_ANDEAN,SMP,35,PI-ING-000270,YES,SMP-GTIN-07702129004572,Leche en Polvo Descremada Colanta Slight,Colanta,torebka 380 g,7702129004572,TEXT,OK,NO,CO,WYMAGA_ETYKIETY,colanta.com,DIRECT_SITE_UNCLASSIFIED,"https://colanta.com/productos/leche-en-polvo-descremada-slight/
https://www.mercacentro.com/leche-colanta-en-polvo-descremada-slight-380--g/p
https://colanta.com/wp-content/uploads/LECHE-EN-POLVO-SLIGHT-380-G-tabla-1252-x-687-px-1.jpg"
CO,★★★★,LATAM_NORTH_ANDEAN,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
CO,★★★★,LATAM_NORTH_ANDEAN,DEXTROSE,30,PI-ING-000494,YES,DEX-CO-PRODUCT,Dextrosa Monohidratada,Essentiall,1 kg,,,,,,WYMAGA_ETYKIETY,tienda.essentiall.com.co,DIRECT_SITE_UNCLASSIFIED,https://tienda.essentiall.com.co/producto/dextrosa-monohidratada-x-1-kg/
CO,★★★★,LATAM_NORTH_ANDEAN,TARA,3,PI-ING-000492,YES,TARA-MP-1508-50,Tara Gum — Home 50g,Modernist Pantry,50 g,819543011967,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,modernistpantry.com,DIRECT_SITE_UNCLASSIFIED,"https://modernistpantry.com/products/tara-gum.html
https://cdn11.bigcommerce.com/s-nu5wtrnr3h/images/stencil/1280x1280/products/507/1289/modernistpantry_taragum_50g_back__92203.1691090330.jpg?c=1
https://yaxa.co/products/polvo-de-goma-de-mascar-pure-tara-no-transgenico-sin-gluten-vegano-certificado-kosher-ou-50-g-2-oz-colombia"
KR,★★★★,EAST_ASIA,MILK,672,PI-ING-000236,YES,MILK-KR-MAEIL-ORIGINAL-36-900,"Maeil Milk Original 3,6% 900 ml",Maeil,900 ml,8801121772874,TEXT,OK,NO,KR,KANDYDAT_PR,maeil.com,DIRECT_SITE_UNCLASSIFIED,https://www.maeil.com/; https://kr.openfoodfacts.org/produkt/8801121772874/original-3-6-milk-maeil
KR,★★★★,EAST_ASIA,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3412290032215,Paysan Breton UHT Cooking & Whipping Cream 30%,Paysan Breton,200 ml (20 cl),3412290032215,TEXT,OK,NO,FR,KANDYDAT_PR,casinetto.com,DIRECT_SITE_UNCLASSIFIED,"https://casinetto.com/products/cooking-and-whipping-cream-30/
https://cdn.shopify.com/s/files/1/1575/0603/files/afff2bdbe0c3a9dc388d388e7964416ea6e037cc_PAYC002_2.jpg?v=1786035968&width=1600
https://www.kurly.com/goods/5006054
https://img-cf.kurly.com/hdims/resize/%3E1010x/quality/90/src/shop/data/goodsview/20220304/gv30000286268_1.jpg
https://lottemartzetta.com/products/OS3412290032215/details
https://winenfood.co.kr/product/?bmode=view&idx=102391422"
KR,★★★★,EAST_ASIA,SMP,35,PI-ING-000270,YES,SMP-GTIN-08801115421078,서울우유 탈지분유 (Seoul Skim Milk Powder),Seoul Milk / 서울우유,1 kg,8801115421078,TEXT,OK,NO,KR,KANDYDAT_PR,m.seoulmilk.co.kr,DIRECT_SITE_UNCLASSIFIED,"https://m.seoulmilk.co.kr/mobile/product/product_view.sm?gubun=&nmNo=10000000000506&page=1&subname=P11
https://lottemartzetta.com/products/OS8801115421078/details"
KR,★★★★,EAST_ASIA,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
KR,★★★★,EAST_ASIA,DEXTROSE,30,PI-ING-000494,YES,DEX-KR-PRODUCT,함수결정포도당 Dextrose Monohydrate 1kg,ES식품원료 ES Food Ingredients,1 kg,,,,,,WYMAGA_ETYKIETY,esfood.kr,DIRECT_SITE_UNCLASSIFIED,"https://www.esfood.kr/goods/goods_view.php?goodsNo=186786072
https://m.gmarket.co.kr/vi/product/3046148674"
KR,★★★★,EAST_ASIA,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,Tara Gum 50gr. / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,bakingwarehouse.com,DIRECT_SITE_UNCLASSIFIED,"https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro
https://bakingwarehouse.com/pages/worldwide-shipping
https://saporepuro.myshopify.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.myshopify.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json
https://saporepuro.myshopify.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
CR,★★★★,LATAM_NORTH_ANDEAN,MILK,672,PI-ING-000236,YES,MILK-CR-DOSPINOS-UHT-35-1L,"Dos Pinos Leche Entera UAT 3,5% 1 L",Dos Pinos,1 L,7441001601071,TEXT,OK,NO,CR,KANDYDAT_PR,masxmenos.cr,DIRECT_SITE_UNCLASSIFIED,https://www.masxmenos.cr/leche-dos-pinos-entera-uht-3-grasa-1000ml-4/p; https://www.superarias.com/leche-entera-3-5-grasa-dos-pinos-1l-tb/
CR,★★★★,LATAM_NORTH_ANDEAN,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-7441001604508,Dos Pinos Crema Dulce para Batir 35%,Dos Pinos,"250 ml, karton UHT",7441001604508,TEXT,OK,NO,CR,KANDYDAT_PI_ESTIMATED,express.dospinos.com,DIRECT_SITE_UNCLASSIFIED,"https://express.dospinos.com/crema-dulce-250-ml-2
https://www.megasuper.com/p/crema-dulce-dos-pinos-250ml-7441001604508
https://walmartni.vteximg.com.br/arquivos/ids/670349/7505_03.jpg?v=638881272276900000
https://walmartni.vteximg.com.br/arquivos/ids/670350/7505_04.jpg?v=638881272281100000
mapper_basement(10).csv | PI-ING-000180 | total_sugars_percent=3.2"
CR,★★★★,LATAM_NORTH_ANDEAN,SMP,35,PI-ING-000270,YES,SMP-GTIN-07441001612039,Dos Pinos Leche descremada en polvo instantánea 0% grasa 400 g,Dos Pinos,"400 g, torebka",7441001612039,TEXT,OK,NO,CR,WYMAGA_ETYKIETY,walmart.co.cr,DIRECT_SITE_UNCLASSIFIED,"https://www.walmart.co.cr/leche-dos-pinos-en-polvo-descremada-400-g-0/p
https://walmartcr.vtexassets.com/arquivos/ids/777064-1600-auto?width=1600&height=auto&aspect=true
https://pcreativas.com/dospinos/index.php/producto/leche-descremada-0-grasa-en-polvo/
https://www.etiqueteando.com/shop/lacteos/leches/dos-pinos-leche-descremada-en-polvo/
https://www.lamonjaras.com/index.php?product_id=103&view=producto
https://www.masxmenos.cr/leche-dos-pinos-en-polvo-descremada-800-g-7/p"
