iso2,priority,role,ean,rcn_range,v7_status,product,verification_class,evidence_class,best_url,http,source_type,page_market,market_by,evidence_method,price_currency,ean_context,page_title,html_sha256_16,evidence_utc,urls_checked,hosts_carrying_ean
DZ,★★★★,DEXTROSE,,,WYMAGA_ETYKIETY,Dextrose Monohydrate — food grade,NO_EAN_IN_V7,BRAK,https://chemstock.ae/industrial-chemicals/food-chemicals/dextrose-monohydrate-supplier-uae/,200,DIRECT,AE,CCTLD,RAW_HTML,,,Dextrose Monohydrate | High-Purity Glucose Powder Supplier in UAE,a39df571350b4c6e,2026-09-10T13:37:18Z,1,
DZ,★★★★,TARA,711221973065,NO,WYMAGA_DOSTAWY,Cape Crystal Brands Tara Gum Powder,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://www.capecrystalbrands.com/products/tara-gum,200,DIRECT,,GENERIC_TLD,RAW_HTML,USD,"""inventory_management"":""shopify"",""inventory_policy"":""deny"",""barcode"":""711221973065"",""featured_media"":{","Tara Gum – Higher Thickness at Lower Usage, No Flavor Impact &ndash; Cape Crystal Brands",625c49dea11f5f5b,2026-09-10T13:38:58Z,2,www.capecrystalbrands.com
SA,★★★★,MILK,6281007040235,NO,KANDYDAT_PR,Almarai Fresh Milk Full Fat 1 L,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://mohideensupermarket.com/product/almarai-milk-full-fat-3-1-ltr/,200,DIRECT,,GENERIC_TLD,RAW_HTML,," <span class=""sku"">SKU: 6281007040235</span> ",Mohideen Supermarket - Almarai Milk Full Fat 3% 1 Ltr. - Mohideen Supermarket,680307bd3a6d3ef1,2026-09-10T13:38:02Z,4,barcode-list.com;mohideensupermarket.com
SA,★★★★,CREAM,3412290032215,NO,KANDYDAT_PR,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,PAGE_WITHOUT_EAN,LEAD,https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/697134c3-73cd-408b-8a68-2100017edff8_size1920_cropCenter.jpg,200,DIRECT,,GENERIC_TLD,RAW_HTML,,,,9222f33f0d027bc7,2026-09-10T13:37:12Z,5,
SA,★★★★,SMP,3043931692415,NO,KANDYDAT_PR,Régilait Instant Skimmed Milk Powder 0% Fat,EAN_ON_FOREIGN_MARKET_PAGE,LEAD,https://www.amazon.ae/REGILAIT-NON-SKIMD-MILK-700G/dp/B07NF7B1H6,200,MARKETPLACE,AE,CCTLD,RAW_HTML,,"Number </th> <td class=""a-size-base voyager-ns-desktop-table-value""> 3043931692415 </td> </tr> ",REGILAIT NON FAT SKIMD MILK 700G: Buy Online at Best Price in UAE - Amazon.ae,d246a4d8d2174382,2026-09-10T13:38:46Z,3,www.amazon.ae
SA,★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
SA,★★★★,DEXTROSE,,,WYMAGA_ETYKIETY,DEXTROSE MONOHYDRATE 25kg,NO_EAN_IN_V7,BRAK,https://bsaten-althuaq.com/en/products/dextrose-monohydrate-25kg-%D8%AF%D9%83%D8%B3%D8%AA%D8%B1%D9%88%D8%B2,200,DIRECT,SA,CURRENCY,RAW_HTML,SAR,,DEXTROSE MONOHYDRATE 25kg دكستروز,ae13c9e99034c6e3,2026-09-10T13:37:13Z,1,
SA,★★★★,TARA,711221973058,NO,WYMAGA_DOSTAWY,Cape Crystal Brands Tara Gum Powder,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://www.capecrystalbrands.com/products/tara-gum,200,DIRECT,,GENERIC_TLD,RAW_HTML,USD,"""inventory_management"":""shopify"",""inventory_policy"":""deny"",""barcode"":""711221973058"",""featured_media"":{","Tara Gum – Higher Thickness at Lower Usage, No Flavor Impact &ndash; Cape Crystal Brands",625c49dea11f5f5b,2026-09-10T13:38:58Z,2,www.capecrystalbrands.com
AR,★★★★,MILK,7790742308801,NO,KANDYDAT_PR,La Serenísima Leche Larga Vida Clásica 3% 1 L,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.coto.com.ar/productos/_/A-00253482-00253482-200/;,200,DIRECT,AR,CCTLD,BROWSER_DOM,,PLU: 253482 | EAN: 7790742308801 </span>,Leche Entera Clásica LA SERENISIMA Larga Vida 1l | Coto Digital,,2026-09-10T14:01Z,3,www.coto.com.ar
AR,★★★★,CREAM,7794820901670,NO,KANDYDAT_PR,Milkaut Profesional Crema de Leche 39%,EAN_ONLY_ECHOED_FROM_URL_OR_QUERY,LEAD,https://www.cocinaconvalentino.com.ar/cremas-de-leche/17213-crema-de-leche-milkaut-sachet-x-5-lts-39-7794820901670.html,200,DIRECT,AR,CCTLD,RAW_HTML,ARS,,Crema de Leche Milkaut Sachet 39% - 5 Lt - Valentino - Mercado pastelero,158c7b9ded25f1cd,2026-09-10T13:39:05Z,2,
AR,★★★★,SMP,7790742436405,NO,KANDYDAT_PR,La Serenísima Leche en Polvo Liviana / Descremada Instantánea 400 g,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.jumbo.com.ar/leche-en-polvo-descremada-la-serenisima-400-gr/p,200,DIRECT,AR,CCTLD,RAW_HTML,ARS,"e vitaminas B9, C y E."",""mpn"":"""",""sku"":""322194"",""category"":"""",""gtin"":""7790742436405"",""offers"":{""@type"":",Leche en Polvo Descremada La Serenisima 400 Gr - Jumbo,da303255ab6a766c,2026-09-10T13:39:36Z,6,www.jumbo.com.ar
AR,★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
AR,★★★★,DEXTROSE,,,WYMAGA_ETYKIETY,Dextrosa Monohidratada x 1kg,NO_EAN_IN_V7,BRAK,https://bioenzimtienda.com/productos/dextrosa-monohidratada-x-1kg-1j5jc/,200,DIRECT,AR,CURRENCY,RAW_HTML,ARS,,Dextrosa Monohidratada x 1kg - Comprar en Bioenzim,8246c5a32b6b872a,2026-09-10T13:37:12Z,1,
AR,★★★★,TARA,,,WYMAGA_ETYKIETY,Goma Tara Grado Alimenticio Calidad Premium,NO_EAN_IN_V7,BRAK,https://www.quimicapalumbo.com.ar/productos/goma-tara-grado-alimenticio-calidad-premium/,200,DIRECT,AR,CCTLD,RAW_HTML,ARS,,Goma Tara Grado Alimenticio Calidad Premium,c30a97259c91c1d4,2026-09-10T13:40:02Z,1,
BH,★★★★,MILK,5711953072352,NO,KANDYDAT_PR,Organic Milk Full Fat 200ml,EAN_ON_FOREIGN_MARKET_PAGE,LEAD,https://www.thefreshmarketdubai.com/products/arla-organic-milk-full-fat-200ml-5711953072352,200,DIRECT,AE,CURRENCY,RAW_HTML,AED,""" content=""AED"" /> <meta property=""product:retailer_item_id"" content=""5711953072352"" /> <meta name=""twi",Arla Organic Milk Full Fat 200ml - The Fresh Market,f8fd741d53c7a6f6,2026-09-10T13:40:15Z,3,www.thefreshmarketdubai.com
BH,★★★★,CREAM,5700426230177,NO,KANDYDAT_PR,Puck Whipping Cream UHT,EAN_ON_FOREIGN_MARKET_PAGE,LEAD,https://www.sharjahcoop.ae/en/puck-whipping-cream-200ml/p/5700426230177,200,DIRECT,AE,CCTLD,RAW_HTML,,""" href=""javascript:void('0');"" onclick=""javascript:addToWishList('5700426230177');"" title=""Add ",Puck Whipping Cream 200mL | Sharjah Co-operative Society,e3bf674f9698b937,2026-09-10T13:40:07Z,3,www.sharjahcoop.ae
BH,★★★★,SMP,3043931692415,NO,KANDYDAT_PR,Régilait Instant Skimmed Milk Powder 0% Fat,EAN_ON_FOREIGN_MARKET_PAGE,LEAD,https://www.amazon.ae/REGILAIT-NON-SKIMD-MILK-700G/dp/B07NF7B1H6,200,MARKETPLACE,AE,CCTLD,RAW_HTML,,"Number </th> <td class=""a-size-base voyager-ns-desktop-table-value""> 3043931692415 </td> </tr> ",REGILAIT NON FAT SKIMD MILK 700G: Buy Online at Best Price in UAE - Amazon.ae,d246a4d8d2174382,2026-09-10T13:38:46Z,3,www.amazon.ae
BH,★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
BH,★★★★,DEXTROSE,,,WYMAGA_ETYKIETY,Dextrose Monohydrate – food applications,NO_EAN_IN_V7,BRAK,https://chemstock.ae/industrial-chemicals/food-chemicals/dextrose-monohydrate-supplier-uae/,200,DIRECT,AE,CCTLD,RAW_HTML,,,Dextrose Monohydrate | High-Purity Glucose Powder Supplier in UAE,a39df571350b4c6e,2026-09-10T13:37:18Z,1,
BH,★★★★,TARA,819543011967,NO,WYMAGA_DOSTAWY,Modernist Pantry Pure Tara Gum Powder,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://modernistpantry.com/products/tara-gum.html,200,DIRECT,,GENERIC_TLD,RAW_HTML,USD,"y.com\u002fmodernist-pantry\u002f""},""attributes"":[],""mpn"":null,""upc"":""819543011967"",""options"":[{""id"":2","Tara Gum - Modernist Pantry, LLC",e93d1ba8441f8f2a,2026-09-10T13:38:02Z,3,modernistpantry.com
BD,★★★★,MILK,9311697100173,NO,KANDYDAT_PR,Harvey Fresh Full Cream Longlife Milk 1L,EAN_ON_FOREIGN_MARKET_PAGE,LEAD,https://online-price-watch.consumer.org.hk/opw/product/P000002592,200,DIRECT,HK,CCTLD,RAW_HTML,, <p> GTIN(EAN/UPC) 貨品條碼： 9311697100173 ,澳洲哈維 Harvey Fresh - Free Range 全脂牛奶 1公升,e14df5b4f64e9c8d,2026-09-10T13:38:12Z,4,online-price-watch.consumer.org.hk;www.daily.com.ph
BD,★★★★,CREAM,5701215046399,NO,KANDYDAT_PR,Emborg Natural Whipping Cream UHT 35.1% 1 L,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://www.meatup.shop/products/cream-whipping,200,DIRECT,,GENERIC_TLD,RAW_HTML,USD,"hop\/cdn\/shop\/products\/1_WhippingCream1L.jpg?v=1757386403""},""sku"":""5701215046399"",""title"":""Unit"",""un",Emborg UHT Whipping Cream 1L &ndash; MeatUp.shop,352f31b1dc9c32d8,2026-09-10T13:39:48Z,6,www.meatup.shop
BD,★★★★,SMP,733739058324,NO,KANDYDAT_PR,Real Food Organic Non-Fat Dry Milk Powder,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic,200,DIRECT,,GENERIC_TLD,BROWSER_DOM,USD,"data-destini-association=""default"" data-destini-apo=""733739058324""",Milk Powder | Powdered Milk | Organic Dry Milk Powder | NOW Foods,,2026-09-10T14:01Z,3,www.nowfoods.com
BD,★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
BD,★★★★,DEXTROSE,,,WYMAGA_ETYKIETY,Unicorn Dextrose Monohydrate Food Grade,NO_EAN_IN_V7,BRAK,https://echem.com.bd/item/unicorn-dextrose-monohydrate-food-grade-34g0679qp7,200,DIRECT,BD,CCTLD,RAW_HTML,,,Bot Verification,9f77817562507a0c,2026-09-10T13:37:30Z,2,
BD,★★★★,TARA,819543011967,NO,WYMAGA_DOSTAWY,Tara Gum — Home 50g,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://modernistpantry.com/products/tara-gum.html,200,DIRECT,,GENERIC_TLD,RAW_HTML,USD,"y.com\u002fmodernist-pantry\u002f""},""attributes"":[],""mpn"":null,""upc"":""819543011967"",""options"":[{""id"":2","Tara Gum - Modernist Pantry, LLC",e93d1ba8441f8f2a,2026-09-10T13:38:02Z,4,modernistpantry.com
BR,★★★★,MILK,7898215151708,NO,KANDYDAT_PR,Piracanjuba Leite Integral UHT 1 L,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.covabra.com.br/leite-piracanjuba-integral-1l/p,200,DIRECT,BR,CCTLD,RAW_HTML,,"n><span class=""vtex-product-identifier-0-x-product-identifier__value"">7898215151708</span></span></div>",Leite Piracanjuba Integral 1l - Covabra,b10fdbf9f3daf44f,2026-09-10T13:39:09Z,4,www.covabra.com.br;www.imigrantesbebidas.com.br
BR,★★★★,CREAM,7898215151975,NO,KANDYDAT_PR,Piracanjuba Seleção Creme de Leite Gourmet 30%,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.lojasantoantonio.com.br/69883-creme-de-leite-gourmet-30--gordura-200ml-piracanjuba/p,200,DIRECT,BR,CCTLD,RAW_HTML,BRL,"os e coberturas. Compre na Loja Santo Antônio!"",""sku"":""19571"",""gtin"":""7898215151975"",""mpn"":"""",""releaseD",Creme de Leite Gourmet 30% Gordura Seleção 200ml PIRACANJUBA I Loja Santo Antonio | FastSt,e5bd63c55a9df6e4,2026-09-10T13:39:43Z,4,www.lojasantoantonio.com.br
BR,★★★★,SMP,7891000101506,NO,KANDYDAT_PR,Molico Desnatado Leite em Pó,EAN_ON_MARKET_PAGE,CONFIRMED,https://compre.estreladistribuicao.com.br/leite-em-po-molico-desnatado-lata-280g-122947,200,DIRECT,BR,CCTLD,RAW_HTML,BRL," <li class=""product__features--ean"">Código de Barras do Produto: 7891000101506</li> ",LEITE EM PÓ MOLICO DESNATADO LATA 280G | Estrela Distribuição,94135079c5e08328,2026-09-10T13:37:20Z,3,compre.estreladistribuicao.com.br;www.covabra.com.br
BR,★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
BR,★★★★,DEXTROSE,,,WYMAGA_ETYKIETY,Dextrose Monohidratada,NO_EAN_IN_V7,BRAK,https://www.allimentari.com.br/produto/dextrose-monohidratada-1-kg.html,403,DIRECT,BR,CCTLD,RAW_HTML,,,Ops :( Tente novamente,df28de243d9f6a0d,2026-09-10T13:38:45Z,1,
BR,★★★★,TARA,,,WYMAGA_ETYKIETY,Goma Tara INS 417 — 1 kg,NO_EAN_IN_V7,BRAK,https://www.allimentari.com.br/produto/goma-tara.html,403,DIRECT,BR,CCTLD,RAW_HTML,,,Ops :( Tente novamente,df28de243d9f6a0d,2026-09-10T13:38:45Z,1,
BG,★★★★,MILK,3228022980095,NO,KANDYDAT_PR,"Président UHT 3,5% / 3,6% 1 L",EAN_ONLY_ECHOED_FROM_URL_OR_QUERY,LEAD,https://shop24.bg/pryasno-mlyako/466-pryasno-mlyako-president-35-1l-3228022980095.html,200,DIRECT,BG,CCTLD,RAW_HTML,BGN,,Прясно мляко President 3.5% 1l,567c26d9ad994b1a,2026-09-10T13:38:28Z,1,
BG,★★★★,CREAM,8593803253053,NO,KANDYDAT_PR,Madeta Jihočeská smetana UHT 31%,EAN_ON_FOREIGN_MARKET_PAGE,LEAD,https://www.madeta.cz/produkty/jihoceska-smetana-trvanliva-31-250_ml,200,DIRECT,CZ,CCTLD,RAW_HTML,,r><td>Číslo artiklu</td><td>16425</td></tr><tr><td>Čárový kód</td><td>8593803253053</td></tr></table></,Jihočeská smetana trvanlivá 31% 250 ml | MADETA a.s.,4cc31cbb29019384,2026-09-10T13:39:45Z,3,www.madeta.cz
BG,★★★★,SMP,3800081460239,NO,KANDYDAT_PR,"Сухо обезмаслено мляко 1,5%",EAN_ON_MARKET_PAGE,CONFIRMED,https://randi.bg/suho-mliako-bioset-15-50gr,200,DIRECT,BG,CCTLD,RAW_HTML,EUR," ""name"": ""Сухо обезмаслено мляко Биосет 1.5% 50гр."", ""model"": ""3800081460239"", ""url"": ""https",Сухо мляко Bioset 1.5% 50гр. - Купи от Ранди,1f9562b9da1721fd,2026-09-10T13:38:21Z,3,randi.bg;tmarketonline.bg
BG,★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
BG,★★★★,DEXTROSE,8588006139983,NO,KANDYDAT_PR,"Декстроза - GymBeam, bez dodatków smakowych",SOURCE_NOT_READABLE,LEAD,https://gymbeam.bg/dekstroza-1000-g-gymbeam.html,BROWSER_INCONCLUSIVE,DIRECT,BG,CCTLD,BROWSER_DOM,,,INCONCLUSIVE: bot-challenge interstitial rendered instead of the product page (interstitia,c4479ed1f4c14ab3,2026-09-10T14:01Z,1,
BG,★★★★,TARA,8055728540170,NO,KANDYDAT_PR,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,"0,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""8055728540170"",""featured_media"":{",Tara Seed Flour | SaporePuro,41be4c71cd4a344d,2026-09-10T13:38:23Z,4,saporepuro.com
CL,★★★★,MILK,7802920777542,NO,KANDYDAT_PR,"COLUN Leche Entera Natural 3,1% 1 L",EAN_ON_AGGREGATOR,LEAD,https://cl.openfoodfacts.org/producto/7802920777542/leche-entera-colun,200,AGGREGATOR,CL,SUBDOMAIN_LOCALE,RAW_HTML,,"ter external knowledge panels window.productData = { code: ""7802920777542"", categories:",Leche Entera – Colun – 1 l,25094b1df8d43019,2026-09-10T13:37:19Z,2,cl.openfoodfacts.org
CL,★★★★,CREAM,7802900107017,NO,KANDYDAT_PR,Soprole Crema para Batir Larga Vida 35%,EAN_ON_MARKET_PAGE,CONFIRMED,https://super.eltit.cl/products/crema-l-vida-soprole-1lt-p-batir,200,DIRECT,CL,CCTLD,RAW_HTML,CLP,""", ""brand"": { ""@type"": ""Brand"", ""name"": ""Soprole "" }, ""sku"": ""7802900107017"", ""offers"": { ",Crema De Leche Para Batir Soprole 1L - Supermercados Eltit,2dec2053de6f0a07,2026-09-10T13:38:34Z,3,super.eltit.cl;www.frozenter.cl
CL,★★★★,SMP,7802920009865,NO,KANDYDAT_PR,Colun Leche Descremada en Polvo,EAN_ON_MARKET_PAGE,CONFIRMED,https://www.colun.cl/productos/categoria/detalle/leche-colun-descremada-en-polvo-800gr,200,DIRECT,CL,CCTLD,RAW_HTML,,0000002801942</p> </div> <div> <p><b>EAN:&nbsp;</b>7802920009865</p> </div> ,Leche Colun Descremada en Polvo 800gr - Colun - Toda la magia del sur,104695f6114eef43,2026-09-10T13:39:05Z,3,www.colun.cl;www.santaisabel.cl
CL,★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
CL,★★★★,DEXTROSE,,,WYMAGA_ETYKIETY,Dextrosa Monohidratada,NO_EAN_IN_V7,BRAK,https://www.sanoalimentos.cl/productos/dextrosa-monohidratada---1-kg,200,DIRECT,CL,CCTLD,RAW_HTML,CLP,,DEXTROSA MONOHIDRATADA - 1 Kg | SanoAlimentos,eb980f80583fdeed,2026-09-10T13:40:05Z,1,
CL,★★★★,TARA,,,WYMAGA_ETYKIETY,Goma Tara 100 Grs,NO_EAN_IN_V7,BRAK,https://www.nutrigood.cl/tara,200,DIRECT,CL,CCTLD,RAW_HTML,CLP,,Goma Tara 100 Grs.,3dc4ab6566ed5afe,2026-09-10T13:39:55Z,1,
CN,★★★★,MILK,4036300069450,NO,KANDYDAT_PR,Oldenburger UHT Full Cream Milk 3.5% fat — Chinese label SKU 14642,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://www.oldenburger-professional.com/media/13/8d/af/1696234639/OLB%20Assortmentlist%202023_2024_combined.pdf,200,DIRECT,,GENERIC_TLD,RAW_HTML,,467 4036300669469 04012091 4007929450479 4007929057197 04012091 4036300069450 4036300669452 040,,6a26771c16329e69,2026-09-10T13:39:56Z,3,www.oldenburger-professional.com
CN,★★★★,CREAM,4036300066749,NO,KANDYDAT_PR,Oldenburger Whipping Cream 30% fat UHT,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://www.oldenburger-professional.com/media/13/8d/af/1696234639/OLB%20Assortmentlist%202023_2024_combined.pdf,200,DIRECT,,GENERIC_TLD,RAW_HTML,," 120 x 80 x 126.1 approx. 778 kg approx. 835 kg EN, CN 04015031 4036300066749 4036300666741 150",,6a26771c16329e69,2026-09-10T13:39:56Z,4,www.oldenburger-professional.com
CN,★★★★,SMP,9300639999005,NO,KANDYDAT_PR,Devondale Instant Skim Milk Powder (德运脱脂奶粉),PAGE_WITHOUT_EAN,LEAD,https://www.devondale.com.au/en/products/milk/skim-milk-powder,200,DIRECT,AU,CCTLD,BROWSER_DOM,,,Skim Milk Powder | Devondale,,2026-09-10T13:52Z,4,
CN,★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
CN,★★★★,DEXTROSE,,,WYMAGA_ETYKIETY,Dextrose monohydrate food grade,NO_EAN_IN_V7,BRAK,https://www.tnjchem.com/dextrose-monohydrate-food-grade-at-factory-price_p2824.html,302,DIRECT,,GENERIC_TLD,RAW_HTML,,,,,2026-09-10T13:40:18Z,1,
CN,★★★★,TARA,,,WYMAGA_ETYKIETY,"他拉胶 / 刺云实胶 / 塔拉胶 (Tara gum), food grade",NO_EAN_IN_V7,BRAK,https://www.dafengshou88.com/products/show13150638.html,200,DIRECT,,GENERIC_TLD,RAW_HTML,,,西安大丰收现货供应 他拉胶 刺云实胶 塔拉胶-西安大丰收生物科技有限公司,fd46bc177dfda3f7,2026-09-10T13:39:11Z,1,
HR,★★★★,MILK,3838800040578,NO,KANDYDAT_PR,"Alpsko trajno mlijeko 3,5% m.m. 1 l",MARKET_PAGE_WITHOUT_EAN,LEAD,https://www.konzum.hr/web/products/alpsko-trajno-mlijeko-3-5-m-m-1-l,200,DIRECT,HR,CCTLD,BROWSER_DOM,EUR,,"Alpsko Trajno mlijeko 3,5% m.m. 1 l - Konzum",,2026-09-10T14:01Z,3,
HR,★★★★,CREAM,3850354001348,NO,KANDYDAT_PR,Dukat Brzo & Fino Vrhnje za šlag 33%,EAN_ON_MARKET_PAGE,CONFIRMED,https://shop.birota.hr/Katalog/RobeView?g=4714,200,DIRECT,HR,CCTLD,RAW_HTML,,"lass=""fs-1_15""> <span>Barkod</span>: 3850354001348 ",mliječni proizvodi (117),f36f0f963c5c9ca6,2026-09-10T13:38:26Z,3,shop.birota.hr
HR,★★★★,SMP,3850355001132,NO,KANDYDAT_PR,Obrano mlijeko u prahu 1% m.m.,EAN_ON_AGGREGATOR,LEAD,https://www.cijene.hr/mlijeko/dukat-obrano-mlijeko-u-prahu-1-mm-1-kg-cijena-749180081,200,AGGREGATOR,HR,CCTLD,RAW_HTML,EUR,ane slike u potpunosti odgovaraju stvarnim proizvodima. (Barcode: 3850355001132) </div> ,Dukat obrano mlijeko u prahu 1% mm 1 kg,86218472988e0f4c,2026-09-10T13:39:04Z,3,www.cijene.hr
HR,★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
HR,★★★★,DEXTROSE,8588006139983,NO,KANDYDAT_PR,"Dekstroza - GymBeam, bez dodatków smakowych",EAN_ON_MARKET_PAGE,CONFIRMED,https://gymbeam.hr/dekstroza-gymbeam.html,200,DIRECT,HR,CCTLD,RAW_HTML,EUR,"ewCondition"",""availability"":""https:\/\/schema.org\/InStock"",""gtin13"":""8588006139983"",""sku"":""5207""}],""pr",Dekstroza - GymBeam | GymBeam.hr,07f4eb074dda7522,2026-09-10T13:37:39Z,1,gymbeam.hr
HR,★★★★,TARA,8055728540170,NO,KANDYDAT_PR,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,"0,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""8055728540170"",""featured_media"":{",Tara Seed Flour | SaporePuro,41be4c71cd4a344d,2026-09-10T13:38:23Z,6,saporepuro.com
CY,★★★★,MILK,8585002504432,NO,KANDYDAT_PR,"MEGGLE UHT Whole Milk 3,5% 1 L",EAN_ON_MARKETPLACE_MARKET_PAGE,LEAD,https://wolt.com/en/cyp/ammochostos/venue/sklavenitis-paralimni/meggle-uht-whole-milk-3-5-fat-1lt-8585002504432-713974-itemid-2a4ee6410142efb41258dd27,200,MARKETPLACE,CY,ADDRESS_COUNTRY,RAW_HTML,EUR,".0""> <title data-rh=""true"">MEGGLE Uht Whole Milk 3.5% Fat 1lt 8585002504432 713974 | Sklaveniti",MEGGLE Uht Whole Milk 3.5% Fat 1lt 8585002504432 713974 | Sklavenitis Paralimni | Wolt,86a2c10287c66937,2026-09-10T13:38:43Z,1,wolt.com
CY,★★★★,CREAM,5290036002436,NO,KANDYDAT_PR,Charalambides Christis Dairy Whipping Cream 35% 500 ml,MARKET_PAGE_WITHOUT_EAN,LEAD,https://en.charalambideschristis.com.cy/products/manufactured/cream-en/whipping-cream-en/dairy-cream-en,200,DIRECT,CY,CCTLD,BROWSER_DOM,,,Dairy Cream | Manufactured | Charalambides Christis,,2026-09-10T14:01Z,3,
CY,★★★★,SMP,3043939531112,NO,KANDYDAT_PR,Instant Skimmed Milk Powder With 0% Fat,MARKET_PAGE_WITHOUT_EAN,LEAD,https://www.alphamega.com.cy/en/groceries/food-cupboard/coffee-tea-cocoa/coffee/instant-coffee/regilait-instant-skimmed-milk-powder-with-0-fat-300-g,200,DIRECT,CY,CCTLD,BROWSER_DOM,EUR,,Regilait Instant Skimmed Milk Powder With 0% Fat 300 g,,2026-09-10T14:01Z,2,
CY,★★★★,SUCROSE,,,READY_PI,Biały cukier krystaliczny — 100% cukier,GENERIC_PI_NO_EAN,N/A,,,,,,,,,,,,0,
CY,★★★★,DEXTROSE,,,WYMAGA_GTIN,Prozis Dextrose900g (3-pack),NO_EAN_IN_V7,BRAK,https://www.cycheapersupplements.com/muscle-mass/11699-3x-prozis-dextrose-900-g-22-servings-2700-g-66-servings.html,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,,3x Prozis Dextrose 900 g - 22 Servings (2700 g - 66 Servings) - AE CY CHEAPER SUPPLEMENTS ,190748e2405b0c16,2026-09-10T13:39:11Z,1,
CY,★★★★,TARA,8055728540170,NO,KANDYDAT_PR,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,EAN_ON_GENERIC_TLD_PAGE,LEAD,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,200,DIRECT,,GENERIC_TLD,RAW_HTML,EUR,"0,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""8055728540170"",""featured_media"":{",Tara Seed Flour | SaporePuro,41be4c71cd4a344d,2026-09-10T13:38:23Z,4,saporepuro.com
CZ,★★★★,MILK,8593803224015,NO,KANDYDAT_PR,Madeta Jihočeské mléko trvanlivé plnotučné 3.5% 1L,EAN_ON_MARKET_PAGE,CONFIRMED,https://eshop.agrola.cz/trvanlive/800-mleko-trvanlive-plnot35-8593803224015.html,200,DIRECT,CZ,CCTLD,RAW_HTML,CZK,"é plnotučné 3,5% | AGROLA</title> <meta name=""description"" content=""8593803224015 | Jihočeské trvanli","Jihočeské mléko trvanlivé plnotučné 3,5% | AGROLA",888d2044c29b4f4c,2026-09-10T13:37:33Z,2,eshop.agrola.cz
