market_iso2,country,priority,region,functional_slot,working_excel_grams,final_grams,pi_ing,pi_name_final,product_mode,stabilizer_type,consumer_term_local,v7_proposal_key,pr_final_id,brand,product_name,pack,ean_gtin,url_product,page_market,market_by,evidence_method,evidence_utc,evidence_class,selection_authority,eligible_for_customer_pdf,blocking_reason,next_step,identifier_confirmed,market_binding_confirmed,market_binding_signal,local_availability_confirmed
IT,Italy,★★★★★,EU27,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-08004990133030,,Ristora,Latte scremato in polvere istantaneo,puszka 300 g,8004990133030,https://www.bevandeistantanee.it/products/latte-scremato-in-polvere-ristora,IT,CCTLD,RAW_HTML,2026-09-10T13:38:55Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
IT,Italy,★★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: it: saccarosio (+zucchero bianco),GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
IT,Italy,★★★★★,EU27,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-GTIN-08050246530061,,Artegustando,Destrosio Monoidrato 1kg,1 kg,8050246530061,https://artegustando.com/products/destrosio-monoidrato,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
IT,Italy,★★★★★,EU27,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-GTIN-08055728540170,,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
JP,Japan,★★★★,EAST_ASIA,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-4955447100416,,Hokkaido Hidaka,Hokkaido Hidaka 3.6 Long Life Milk 200 ml,200 ml carton; retailer case 24 cartons,4955447100416,https://www.tajimaya-cc.net/products/36120,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
JP,Japan,★★★★,EAST_ASIA,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-3252920035502,,Le Gall,Le Gall Crème fleurette entière 30% MG,250 ml bottle,3252920035502,https://www.auchan.fr/legall-creme-fleurette-entiere-30-mg/pr-C1176894,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_FOREIGN_MARKET_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,OTHER_MARKET:FR,False
JP,Japan,★★★★,EAST_ASIA,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-04908013127805,,Yotsuba / よつ葉,よつ葉 北海道スキムミルク (Yotsuba Hokkaido Skim Milk),150 g,4908013127805,https://www.yotsuba.co.jp/product/milk-powder_12780.html,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,MARKET_PAGE_WITHOUT_EAN,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
JP,Japan,★★★★,EAST_ASIA,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,ja:グラニュー糖,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_APPROVED (D-32),False,False,NONE,False
JP,Japan,★★★★,EAST_ASIA,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-JP-PRODUCT,,加藤化学 Kato Kagaku / Fuji Cryster (フジクリスター),ブドウ糖 / 含水結晶ぶどう糖 1kg,1 kg,,https://item.rakuten.co.jp/nk/455447/,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
JP,Japan,★★★★,EAST_ASIA,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-JP-PRODUCT,,Fuso Chemical (扶桑化学工業株式会社),"スピノガムD (Spinogum D), tara gum",Gramatura niepubliczna,,https://sansho.co.jp/product/other-products/,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
KE,Kenya,★★★★,KENYA,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-6281007032568,,Almarai,Almarai Long Life Milk Full Fat 200 ml,"200 ml UHT carton, individual unit",6281007032568,https://hungerstation.com/sa-en/supermarkets/regions/jeddah/az-zahra/branch/spinneys-178611/product/almarai-milk-full-fat-200ml-6281007032568,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_FOREIGN_MARKET_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,OTHER_MARKET:SA,False
KE,Kenya,★★★★,KENYA,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-5701215046375,,Emborg,Emborg Natural Whipping Cream UHT 35%,200 ml,5701215046375,https://artcaffemarket.co.ke/products/emborg-whipping-cream-fat-uht-35-200ml,KE,CCTLD,RAW_HTML,2026-09-10T13:37:07Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
KE,Kenya,★★★★,KENYA,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-00733739058324,,NOW Foods Real Food,NOW Real Food Organic Non-Fat Dry Milk Powder,torebka 12 oz (340 g),733739058324,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
KE,Kenya,★★★★,KENYA,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: en: granulated sugar (+sucrose/white sugar) | sw: sukrosi,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
KE,Kenya,★★★★,KENYA,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-KE-PRODUCT,,Unspecified manufacturer,Dextrose Monohydrate (food grade),25 kg,,https://zenithcoltd.com/product/dextrose-monohydrate-kenya/,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
KE,Kenya,★★★★,KENYA,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-KE-PRODUCT,,Modernist Pantry,Modernist Pantry Pure Tara Gum Powder,400 g,,https://modernistpantry.com/products/tara-gum.html,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
KR,South Korea,★★★★,EAST_ASIA,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-KR-MAEIL-ORIGINAL-36-900,,Maeil,"Maeil Milk Original 3,6% 900 ml",900 ml,8801121772874,https://kr.openfoodfacts.org/produkt/8801121772874/original-3-6-milk-maeil,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_AGGREGATOR,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,SUBDOMAIN_LOCALE,False
KR,South Korea,★★★★,EAST_ASIA,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-3412290032215,,Paysan Breton,Paysan Breton UHT Cooking & Whipping Cream 30%,200 ml (20 cl),3412290032215,https://lottemartzetta.com/products/OS3412290032215/details,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_PAGE_BOUND_ONLY_BY_CURRENCY,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,CURRENCY_ONLY,False
KR,South Korea,★★★★,EAST_ASIA,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-08801115421078,,Seoul Milk / 서울우유,서울우유 탈지분유 (Seoul Skim Milk Powder),1 kg,8801115421078,https://lottemartzetta.com/products/OS8801115421078/details,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_PAGE_BOUND_ONLY_BY_CURRENCY,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,CURRENCY_ONLY,False
KR,South Korea,★★★★,EAST_ASIA,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,ko:백설탕,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,https://foodmallshop.co.kr/product/%EB%B0%B1%EC%84%A4%EB%B0%B1%EC%84%A4%ED%83%95-1kg/213/,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_APPROVED (D-32),False,False,NONE,False
KR,South Korea,★★★★,EAST_ASIA,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-KR-PRODUCT,,ES식품원료 ES Food Ingredients,함수결정포도당 Dextrose Monohydrate 1kg,1 kg,,https://www.esfood.kr/goods/goods_view.php?goodsNo=186786072,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
KR,South Korea,★★★★,EAST_ASIA,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-GTIN-08055728540170,,SaporePuro,Tara Gum 50gr. / Gomma di Tara E417,50 g,8055728540170,https://saporepuro.myshopify.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
KW,Kuwait,★★★★,GCC,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-6281007040235,,Almarai,Fresh Milk Full Fat 1L,1 L butelka,6281007040235,https://mohideensupermarket.com/product/almarai-milk-full-fat-3-1-ltr/,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
KW,Kuwait,★★★★,GCC,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-3412290032215,,Paysan Breton,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,20 cl,3412290032215,https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/697134c3-73cd-408b-8a68-2100017edff8_size1920_cropCenter.jpg,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,PAGE_WITHOUT_EAN,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
KW,Kuwait,★★★★,GCC,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-03043931691418,,Régilait,Régilait Instant Skimmed Milk Powder 0% Fat,puszka 300 g,3043931691418,https://thegrocer.com.qa/product/regilait-instant-skimmed-milk-powder-non-fat-300g/,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_FOREIGN_MARKET_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,OTHER_MARKET:QA,False
KW,Kuwait,★★★★,GCC,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: en: granulated sugar (+sucrose/white sugar) | ar: سكروز,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
KW,Kuwait,★★★★,GCC,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-KW-PRODUCT,,Unspecified manufacturer,Dextrose Monohydrate – food applications,B2B — opakowanie niepubliczne,,https://chemstock.ae/industrial-chemicals/food-chemicals/dextrose-monohydrate-supplier-uae/,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,OTHER_MARKET:AE,False
KW,Kuwait,★★★★,GCC,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-MP-1508-50,,Modernist Pantry,Modernist Pantry Pure Tara Gum Powder,50 g,819543011967,https://modernistpantry.com/products/tara-gum.html,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
LK,Sri Lanka,★★★★,SOUTH_ASIA,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-4792116211000,,Ambewela,Ambewela Fresh Milk Full Cream UHT Treated 1000 ml,1000 ml carton with cap,4792116211000,https://mart.mrdeal.lk/product/ambewela-fresh-milk-full-cream-1l/4792116211000,LK,CCTLD,RAW_HTML,2026-09-10T13:37:56Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
LK,Sri Lanka,★★★★,SOUTH_ASIA,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-5700426230177,,Puck,Puck Whipping Cream UHT 34% minimum fat,200 ml Tetra Pak,5700426230177,https://www.grandiose.ae/puck-whipping-cream-200ml0177,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_FOREIGN_MARKET_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,OTHER_MARKET:AE,False
LK,Sri Lanka,★★★★,SOUTH_ASIA,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-00733739058324,,NOW Foods,Real Food Organic Non-Fat Dry Milk Powder,12 oz (340 g),733739058324,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
LK,Sri Lanka,★★★★,SOUTH_ASIA,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: en: granulated sugar (+sucrose/white sugar) | si: සුක්‍රෝස් | ta: சுக்ரோஸ்,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
LK,Sri Lanka,★★★★,SOUTH_ASIA,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-LK-PRODUCT,,,Likemta Dextrose Monohydrate,B2B — opakowanie niepubliczne,,https://www.likemta.com/food-ingredient/sweeteners/dextrose-monohydrate/,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
LK,Sri Lanka,★★★★,SOUTH_ASIA,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-GTIN-00653981866129,,Happy Andes,Organic Tara Gum Powder,1 lb /16 oz,653981866129,https://www.happyandes-usa.com/products/organic-tara-gum/,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,PAGE_WITHOUT_EAN,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
LT,Lithuania,★★★★,EU27,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-4770265041259,,MŪ,"Pienas MŪ UAT 3,5% rieb. 1 l",1 l karton UAT/UHT,4770265041259,https://www.printera.lt/c/p/pienas-mu-3-5-riebumo-1-l--246813,LT,CCTLD,RAW_HTML,2026-09-10T13:40:01Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
LT,Lithuania,★★★★,EU27,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-5901432003261,,Meadow Star,Meadow Star UHT whipping cream 30%,500 ml carton,5901432003261,https://www.rimi.lt/e-parduotuve/en/products/dairy-products-and-eggs/sour-and-sweet-cream-/cream/grietinele-meadow-star-uat-30-500-ml/p/4004128,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,MARKET_PAGE_WITHOUT_EAN,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
LT,Lithuania,★★★★,EU27,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-LT-SKU,,UAB Rilis / Yerbamate.lt,Lieso pieno milteliai,1000 g,,https://aone.lt/produktas/lieso-pieno-milteliai-1000g/,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
LT,Lithuania,★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,lt:Cukrus,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,https://www.vynomeka.lt/cukrus-1-kg,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_APPROVED (D-32),False,False,NONE,False
LT,Lithuania,★★★★,EU27,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-GTIN-04744130012590,,ICONFIT,"ICONFIT Dextro, czysta dekstroza w proszku",1000 g,4744130012590,https://iconfit.lt/en/products/dextrose,LT,CCTLD,RAW_HTML,2026-09-10T13:37:41Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
LT,Lithuania,★★★★,EU27,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-LT-PRODUCT,,Aone / UAB Rilis,Tara guma,200 g,,https://aone.lt/produktas/tara-guma-200g-400g-600g/,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
LU,Luxembourg,★★★★,EU27,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-LU-LUXLAIT-UHT-35-1L,,Luxlait,"Luxlait UHT Whole Milk 3,5% 1 L",1 L,5450168511507,https://www.luxlait.lu/en/product/uht-milk/pro,LU,CCTLD,RAW_HTML,2026-09-10T13:39:44Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
LU,Luxembourg,★★★★,EU27,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-5450168531871,,Luxlait,Luxlait Crème UHT L’entière 30% 200 ml,200 ml,5450168531871,https://www.luxlait.lu/de/produkt/uht-schlagsahne/pro,LU,CCTLD,RAW_HTML,2026-09-10T13:39:44Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
LU,Luxembourg,★★★★,EU27,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-03254560079519,,Auchan,Lait en poudre écrémé,300 g,3254560079519,https://auchan.lu/lait-concentre-en-poudre/6749-lait-en-poudre-ecreme-300g-189847.html,LU,CCTLD,RAW_HTML,2026-09-10T13:37:08Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
LU,Luxembourg,★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: de: Saccharose (+Zucker) | fr: saccharose (+sucre blanc),GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
