iso2,priority,slot,stabilizer_type,candidate_pi_ing,product_name,brand,pack,ean,identifier_type,url,evidence_label,identifier_confirmed,exact_product_identity_confirmed,market_binding_confirmed,local_availability_confirmed,verification_class,page_market,market_by,source_type,evidence_method,ean_context,ingredients_as_printed,technical_doc_url,flags,relation_to_working_excel,selection_status,agent,checked_utc
FR,★★★★★,STABILIZER,LBG,PI-ING-000475|PI-ING-001384,Gomme de caroube - 1 kg,Louis François,1 kg,3700434801217,GTIN-13 (EAN-13),https://www.meilleurduchef.com/fr/achat/patisserie/ingredients/epaississant-liant/lfr-gomme-caroube.html,VERIFIED_PRODUCT_EVIDENCE,True,True,False,False,EAN_ON_GENERIC_TLD_PAGE,,GENERIC_TLD,DIRECT,RAW_HTML,"humidité et de la chaleur en emballage fermé \n Poids net : 1 kg \n "",""gtin13"":""3700434801217"",""image"":[""//files.meill","Épaississant et liant. Dosage guidance printed: pâtes à tartiner/laits gélifiés aromatisés 10-20 g/kg, produits des céréales 0.5-1%. Poids net: 1 kg",https://files.meilleurduchef.com/mdc/pdf/produit/lfr/gomme-caroube/fiche_technique_gomme_caroube.pdf,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_CORE_W.json,2026-09-10T18:14:09Z
GR,★★★★,STABILIZER,TARA,PI-ING-000492,Τάρα Γκαμ (Tara Gum) 100g,No Carb,100 g,,NONE,https://nocarb.gr/product/tara-gam-100g/,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,GR,CCTLD,DIRECT,RAW_HTML,,100% Tara Gum.,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T18:14:12Z
HR,★★★★,STABILIZER,GUAR,PI-ING-000472,Guar Guma - Organska 150g,Nutrigold,150 g,,NONE,https://www.tvornicazdravehrane.com/guar-guma-organska-150g-nutrigold-proizvod-54401/,RESEARCH_LEAD,False,False,False,False,PAGE_FACTS_ONLY,,GENERIC_TLD,DIRECT,RAW_HTML,,"Sastojci : 5 Početna Proizvodi Brašna, tjestenine Brašna Guar guma - Organska 150g Nutrigold Brašna Šifra : 002784 Recenzije i komentari (44) 5,59 € PDV uključen u cijenu Cijena za j.m.: 37.27 €/kg Cijena 2.5.2025: 4,89 € Besplatna dostava ",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T18:04:29Z
HR,★★★★,STABILIZER,STABILIZER_BLEND,,"Stabilizator za sladoled, 2kg",unspecified (gourmandise.hr house brand),2 kg,,NONE,https://www.gourmandise.hr/stabilizator-za-sladoled-2kg,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,HR,CCTLD,DIRECT,RAW_HTML,,Sastojci Sastojci - sve PRALINE I PASTE ČOKOLADA I KAKAO PROIZVODI PRIRODNI EKSTRAKTI I AROME LABORATORIJSKI PROIZVODI ORAŠASTI PROIZVODI VOĆE I VOĆNI PROIZVODI FONDANTS I GLAZURE KARAMELA DEKORIRANJE BOJILA OSTALO Sastojci - ostalo Alati A,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T18:04:30Z
HU,★★★★,STABILIZER,TARA,PI-ING-000492,TARA GUMI E417 Természetes Sűrítő és Stabilizátor 5kg,unspecified (Allegro.hu marketplace listing),5 kg,5904006390132,GTIN-13 (EAN-13),https://allegro.hu/termek/tara-gumi-e417-termeszetes-surito-es-stabilizator-5kg-6324fd8d-ebae-4ecc-8e81-2fa8ee7d2374,RESEARCH_LEAD,False,False,True,False,SOURCE_NOT_READABLE,HU,CCTLD,MARKETPLACE,RAW_HTML,,,,TYPE_NOT_ON_PAGE;NEEDS_BROWSER;BULK_PACK,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T17:55:53Z
HU,★★★★,STABILIZER,GUAR,PI-ING-000472,Guargumi,M-Gel,"unspecified (weight dropdown, N/A shown)",,NONE,https://m-gel.com/termek/guargumi/,RESEARCH_LEAD,False,False,False,False,PAGE_FACTS_ONLY,HU,CURRENCY,DIRECT,RAW_HTML,,Összetevők guargumi,https://m-gel.com/wp-content/uploads/2024/06/Hazirend.pdf,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T17:55:55Z
HU,★★★★,STABILIZER,LBG,PI-ING-000475|PI-ING-001384,Szentjánoskenyérmagliszt 200 mesh,M-Gel,1 kg,,NONE,https://m-gel.com/termek/szentjanoskenyermag-liszt/,RESEARCH_LEAD,False,False,False,False,PAGE_FACTS_ONLY,HU,CURRENCY,DIRECT,RAW_HTML,,Összetevők Szentjánoskenyérmagliszt E 410,https://m-gel.com/wp-content/uploads/2024/06/Hazirend.pdf,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T17:55:54Z
HU,★★★★,STABILIZER,STABILIZER_BLEND,PI-ING-000487,BABBI STABILIZÁTOR NEUTRO UNIVERSALE 10 C/F 1 KG,Babbi,10 x 1 kg case,8012012148580,GTIN-13 (EAN-13),https://bekaskft.hu/allomanyjavito-fagylalthoz/babbi-stabilizator-neutro-universale-10-c-f-1-kg-p229448.html,VERIFIED_MARKET_EVIDENCE,True,True,True,True,EAN_ON_MARKET_PAGE,HU,CCTLD,DIRECT,RAW_HTML,":""370000010144"",""brand"":{""@type"":""Brand"",""name"":""BABBI""},""mpn"":""14858"",""gtin8"":""8012012148580"",""offers"":[{""@type"":""Off",,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T17:55:53Z
IN,★★★★,STABILIZER,LBG,PI-ING-000475|PI-ING-001384,Locust bean gum,MeronKart,100 g / 500 g,,NONE,https://www.meronkart.com/products/locust-bean-gum,RESEARCH_LEAD,False,False,False,False,PAGE_FACTS_ONLY,IN,CURRENCY,DIRECT,RAW_HTML,,"ingredients can still... Post by Sreedevi CA Sep 02 2026 Baking Essentials in Small Packs, From Home Kitchens to Bakeries MeronKart offers baking essentials in small packs for home kitchens, bakeries, cloud kitchens and food manufacturers a",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_ASIA.json,2026-09-10T17:55:53Z
IN,★★★★,STABILIZER,GUAR,PI-ING-000472,"Guar Gum Powder, 200g",Urban Platter,200 g,783942636833,GTIN-12 (UPC-A),https://urbanplatter.com/products/urban-platter-guar-gum-powder-200g,VERIFIED_PRODUCT_EVIDENCE,True,True,False,False,EAN_ON_MARKET_PAGE,IN,CURRENCY,DIRECT,RAW_HTML,"/shop\/files\/13087_01_-ProfessionalGuarGumPowder200g.jpg?v=1762764015""},""sku"":""783942636833"",""title"":""Default Title""","Ingredients field printed as ""-""; product literally named/sold as ""Guar Gum Powder"" (single raw hydrocolloid, no declared blend)",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_ASIA.json,2026-09-10T17:55:53Z
LT,★★★★,STABILIZER,TARA,PI-ING-000492,Tara guma 200g / 400g / 600g,Aone,200/400/600 g,,NONE,https://aone.lt/produktas/tara-guma-200g-400g-600g/,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,LT,CCTLD,DIRECT,RAW_HTML,,,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T18:14:13Z
LT,★★★★,STABILIZER,GUAR,PI-ING-000472,Guaro guma (natūralus tirštiklis) 200g / 400g / 600g,Aone,200/400/600 g,,NONE,https://aone.lt/produktas/guaro-guma-naturalus-tirstiklis-200g-400g-600g-2/,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,LT,CCTLD,DIRECT,RAW_HTML,,,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T18:14:13Z
NL,★★★★★,STABILIZER,TARA,PI-ING-000492,"Saporepuro TARA SEED FLOUR GUM (Tarakernmehl), 250 gr",Saporepuro,250 g,0789011296908,GTIN-13 (EAN-13),https://bigshopper.nl/product/saporepuro-tara-seed-flour-gum-250-gr-ideaal-voor-ijs-en-sorbets-100-puur-662262528.htm,VERIFIED_MARKET_EVIDENCE,True,True,True,True,EAN_ON_MARKET_PAGE,NL,CCTLD,DIRECT,RAW_HTML,"inline-start: 0px; margin: 0;""> <li>0789011296908 </li> ","Not printed as explicit ingredient sentence on this listing page; product titled '100% puur' (100% pure); page signals TARA:6, GUAR:2, BLEND:3",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_CORE_W.json,2026-09-10T17:58:31Z
NL,★★★★★,STABILIZER,GUAR,PI-ING-000472,Guarpitmeel Biologisch (Guargom),Bakgoed.nl (sku BG5206),60 g,8718309830328,GTIN-13 (EAN-13),https://www.bakgoed.nl/product/guarpitmeel-biologisch/,VERIFIED_PRODUCT_EVIDENCE,True,True,True,False,EAN_ON_MARKET_PAGE,NL,CCTLD,DIRECT,RAW_HTML,"rpitmeel.jpg"",""description"":""60 gram"",""sku"":""BG5206"",""@id"":""#product"",""gtin13"":""8718309830328"",""brand"":{""@type"":""Brand","Ingrediënten: Biologisch guarpitmeel ook wel guargom genoemd, wordt gebruikt als verdikkingsmiddel, emulgator en als stabilisator (organic guar kernel flour, thickener/emulsifier/stabilizer)",,TYPE_NOT_ON_PAGE,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_CORE_W.json,2026-09-10T17:58:30Z
NL,★★★★★,STABILIZER,LBG,PI-ING-000475|PI-ING-001384,Johannesbroodpitmeel (biologisch),Ekoplaza (huismerk),50 g,4005394287392,GTIN-13 (EAN-13),https://www.ekoplaza.nl/nl/producten/product/johannesbroodpitmeel-0071191459,VERIFIED_PRODUCT_EVIDENCE,True,True,True,False,EAN_ON_MARKET_PAGE,NL,CCTLD,DIRECT,RAW_HTML,"91459,name:bO,urlSlug:eo,number:""0071191459"",numberTrimmed:""71191459"",scanCode:""4005394287392"",scanCodes:f,type:""Invar","Ingredienten: Johannesbroodpitmeel*. * = Biologisch. Voedingswaarde per 100 g: Energie 792 kJ/196 kcal, Vetten 0.8g (verzadigd 0.2g), Koolhydraten 1.0g (suikers 0.5g), Eiwitten 6.2g, Vezels 80.0g",,TYPE_NOT_ON_PAGE,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_CORE_W.json,2026-09-10T17:58:30Z
NO,★★★★★,STABILIZER,LBG,PI-ING-000475|PI-ING-001384,Johannesbrød-kernemel (E410) 100g Pulver,Natur-Drogeriet A/S,100 g,5703137936819,GTIN-13 (EAN-13),https://www.arnika.no/johannesbr-d-kernemel-e410-100g-pulver,VERIFIED_MARKET_EVIDENCE,True,True,True,True,EAN_ON_MARKET_PAGE,NO,CCTLD,DIRECT,RAW_HTML,"rl=""https://www.arnika.no/johannesbr-d-kernemel-e410-100g-pulver"" data-ls-gtin=""5703137936819"" data-ls-readonly=""true""","Ingredienser Dosering Tilleggsinformasjon Omtaler Johannesbrødkjernemel er et smaksnøytralt, glutenfritt bindemiddel og fortykningsmiddel. Brukes i supper og sauser for tykkere konsistens, og gjør glutenfritt bakverk mer smidig og elastisk.",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_CORE_NX.json,2026-09-10T17:52:55Z
NO,★★★★★,STABILIZER,GUAR,PI-ING-000472,Guarkärnmjöl Ekologisk 125 g,Mother Earth,125 g,7340051817534,GTIN-13 (EAN-13),https://www.bodystore.no/guarkarnmjol-ekologisk-125-g/A9002-06-16.html,VERIFIED_MARKET_EVIDENCE,True,True,True,True,EAN_ON_MARKET_PAGE,NO,CCTLD,DIRECT,RAW_HTML,"-06-16"" /> <meta itemprop=""gtin13"" content=""7340051817534"" /> ","ingredienser Guarkjernemel er et allsidig produkt med mange fordeler og bruksomr&aring;der, noe som gj&oslash;r det til et verdifullt tilskudd p&aring; kj&oslash;kkenet. Guarkjernemel brukes hovedsakelig som et glutenfritt fortyknings- og s",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_CORE_NX.json,2026-09-10T17:52:55Z
NZ,★★★★★,STABILIZER,GUAR,PI-ING-000472,Organic Guar Gum 100g (also checked: PureNature Guar Gum 200-mesh; Happy and Healthy Guar Gum Organic 100g),Ceres Organics,100 g,,NONE,https://ceres.co.nz/products/11685-organic-guar-gum-100g,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,NZ,CCTLD,DIRECT,RAW_HTML,,Certified Organic Guar Gum,https://cdn.shopify.com/s/files/1/0688/5041/7955/files/Ceres_GE_Free_Policy_June_2023.pdf?v=1687416794,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_CORE_NX.json,2026-09-10T18:04:26Z
PK,★★★★,STABILIZER,GUAR,PI-ING-000472,Guar Gum - The Versatile Thickener for Food and Skincare,ChiltanPure,unspecified (product page default variant),,NONE,https://chiltanpure.com/products/guar-gum,RESEARCH_LEAD,False,False,False,False,PAGE_FACTS_ONLY,PK,CURRENCY,DIRECT,RAW_HTML,,Ingredients Body Body Mist Perfume Aromatherapy Perfume Body Butters Body Hair Removal Wax Body Massage Oil Body Essential Oils Body Lotion Body Scrubs Herbal Supplement Hand Wash Nail Care Body Creams Face Lotion Face Wash Face Cream Face ,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_ASIA.json,2026-09-10T17:58:31Z
PL,★★★★★,STABILIZER,TARA,PI-ING-000492,Guma Tara 100 g,RAFEX (Rafał Cyrankiewicz),100 g,05902888156907,GTIN-14,https://rafex.eu/guma-tara-100-g-p-212076.html,VERIFIED_PRODUCT_EVIDENCE,True,True,False,False,EAN_ON_MARKET_PAGE,PL,CURRENCY,DIRECT,RAW_HTML,"</p><p id=""KodEan"" class=""TbPoz""><span>Kod EAN:</span><strong itemprop=""gtin13"">05902888156907</strong></p><p id=""StanP",,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_CORE_NX.json,2026-09-10T17:55:52Z
PL,★★★★★,STABILIZER,LBG,PI-ING-000475|PI-ING-001384,Mączka Chleba Świętojańskiego E 410 100 G,RAFEX (Rafał Cyrankiewicz),100 g,05902888141224,GTIN-14,https://rafex.eu/maczka-chleba-swietojanskiego-e-410-100-g-p-201207.html,VERIFIED_PRODUCT_EVIDENCE,True,True,False,False,EAN_ON_MARKET_PAGE,PL,CURRENCY,DIRECT,RAW_HTML,"</p><p id=""KodEan"" class=""TbPoz""><span>Kod EAN:</span><strong itemprop=""gtin13"">05902888141224</strong></p><p id=""StanP",,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_CORE_NX.json,2026-09-10T17:55:53Z
QA,★★★★,STABILIZER,GUAR,PI-ING-000472,NOW Guar Gum Pure Powder,NOW Foods,227 g,,NONE,https://drnutrition.com/en-qa/now-guar-gum-pure-powder,RESEARCH_LEAD,False,False,True,False,SOURCE_NOT_READABLE,QA,PATH_LOCALE,DIRECT,RAW_HTML,,,,TYPE_NOT_ON_PAGE;NEEDS_BROWSER,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_MEA.json,2026-09-10T18:04:30Z
RO,★★★★,STABILIZER,TARA,PI-ING-000492,"Guma Tara, 700 g - SOSA","SOSA (Spain, via RO reseller)",700 g,,NONE,https://www.ft-shop.ro/guma-tara-700-g-sosa.html,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,RO,CCTLD,DIRECT,RAW_HTML,,"Ingredients, Spania Guma Tara, 700 g - SOSA Guma Tara, 700 g - SOSA 0.00 0.00 din 5 stele 5 stele 0 4 stele 0 3 stele 0 2 stele 0 1 stea 0 (0 Review-uri ) Scrie un review Cod Produs: SOS38692B44968 Brand: SOSA Ingredients, Spania Info STOC:",https://www.ft-shop.ro/pdf/Cutite-Ceramice-Card-Info.pdf;https://www.ft-shop.ro/pdf/cutite-metalice-instructiuni-de-folosire.pdf,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T17:58:32Z
RO,★★★★,STABILIZER,GUAR,PI-ING-000472,Guma de guar fara gluten 100 gr,Biovegan,100 g,,NONE,https://www.emag.ro/guma-de-guar-fara-gluten-100-gr-biv030/pd/D3JJ3JBBM/,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,RO,CCTLD,DIRECT,RAW_HTML,,Ingrediente: faina din seminte de guara.,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T17:58:32Z
RO,★★★★,STABILIZER,LBG,PI-ING-000475|PI-ING-001384,"Guma Caruba (E410), Locuzoon, TexturePro, 250g",BioZoon,250 g,,NONE,https://www.ft-shop.ro/guma-caruba-e410-locuzoon-texturepro-250g-biozoon.html,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,RO,CCTLD,DIRECT,RAW_HTML,,Ingrediente Japoneze / Mexic si America de Sud / Orientul Mijlociu / Levant / Produse Proaspete Asia / Ramen / Sosuri Asia / Sushi - Ingrediente / Taitei Asia / Ingrediente Africa Lactate &amp; Oua Branza / Smantana si Unt / Oua Proaspete C,https://www.ft-shop.ro/pdf/Cutite-Ceramice-Card-Info.pdf;https://www.ft-shop.ro/pdf/cutite-metalice-instructiuni-de-folosire.pdf,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T17:58:33Z
RO,★★★★,STABILIZER,STABILIZER_BLEND,,,,,,NONE,https://www.mtc.ro/en/emulgatori-si-stabilizatori-pentru-inghetata/,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,RO,CCTLD,DIRECT,RAW_HTML,,Ingredients Division Packing Pharmaceutical Foils BOPP and laminated foils Heat Shrinkable Foil Packaging Machines Vacuum equipment Shrink wrapping machines Services Quality Management Contact Magazin Online Search for: Emulgatori şi Stabil,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T17:58:35Z
RO,★★★★,STABILIZER,TARA,PI-ING-000492,Tara Seed Flour / Gomma di Tara E417,SaporePuro,1000 g,8055728540170,GTIN-13 (EAN-13),https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,VERIFIED_PRODUCT_EVIDENCE,True,True,False,False,EAN_ON_GENERIC_TLD_PAGE,,GENERIC_TLD,DIRECT,RAW_HTML,"weight"":100,""compare_at_price"":null,""inventory_management"":""shopify"",""barcode"":""8055728540170"",""featured_media"":{""alt""",Ingredients Technical Ingredients Structure and Texture Structure and Texture Thickeners and Gelling Agents Amidi Emulsifiers Fiber Balance and Function Balance and Function Food Acids Protein (Including plant-based) Milk and Dairy Products,https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058,,SAME_AS_V7_LISTED_PRODUCT,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T17:58:33Z
SA,★★★★,STABILIZER,GUAR,PI-ING-000472,NOW Guar Gum Pure Powder,NOW Foods,227 g,733739050403,GTIN-12 (UPC-A),https://mithaly.sa/ar/now-guar-gum-pure-powder,VERIFIED_PRODUCT_EVIDENCE,True,True,True,False,EAN_ON_MARKET_PAGE,SA,CCTLD,DIRECT,RAW_HTML," والاتساق في الوصفات.\r\nمناسب للاستخدام في خبز دقيق الحبوب الكاملة."",""gtin13"":""733739050403"",""image"":""https://media.",Site describes as 'pure guar gum powder' (NOW Foods single-ingredient product); no full declared-ingredients panel captured on page,,TYPE_NOT_ON_PAGE,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_MEA.json,2026-09-10T17:55:54Z
SE,★★★★★,STABILIZER,GUAR,PI-ING-000472,Guarkärnmjöl EKO 125g,Råvarubutiken (RB),125 g,7340051811433,GTIN-13 (EAN-13),https://ravarubutiken.se/guarkarnmjol-rb-eko-125g/,VERIFIED_MARKET_EVIDENCE,True,True,True,True,EAN_ON_MARKET_PAGE,SE,CCTLD,DIRECT,RAW_HTML,"e"":{""@id"":""https://ravarubutiken.se/guarkarnmjol-rb-eko-125g/#webpage""},""gtin"":""7340051811433"",""weight"":{""@type"":""Quan","Ingredienser: ekologiskt guarkärnmjöl, E412. Innehåller inga sulfiter. Ursprung: Indien",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_CORE_NX.json,2026-09-10T17:20:41Z
SE,★★★★★,STABILIZER,LBG,PI-ING-000475|PI-ING-001384,Natur-Drogeriet Johannesbröd Kärnmjöl EKO 100 g,Natur-Drogeriet,100 g,5703137700175,GTIN-13 (EAN-13),https://mecindo.se/products/natur-drogeriet-johannesbrod-karnmjol-eko,VERIFIED_MARKET_EVIDENCE,True,True,True,True,EAN_ON_MARKET_PAGE,SE,CCTLD,DIRECT,RAW_HTML,""": { ""@type"": ""Brand"", ""name"": ""Natur-Drogeriet"" }, ""sku"":""50193"", ""gtin13"": ""5703137700175"", ""offers"": { ""@type","ingredienser. Egenskapen finns för livsmedel, kosttillskott, kosmetika m.m. DK-ØKO-100 Jordbruk utanför EU Natur-Drogeriet Johannesbrödkärnmjöl är ett ekologiskt, växtbaserat konsistensmedel för dig som vill ge soppor, såser, desserter och ",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_CORE_NX.json,2026-09-10T17:20:42Z
SG,★★★★,STABILIZER,TARA,PI-ING-000492,Tara Gum,,50 g,,NONE,https://better4u.sg/edible-food-tech/244-tara-gum-50g.html,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,SG,CCTLD,DIRECT,RAW_HTML,,Ingredients Natural Sweeteners Edible Food Tech Ice Cream Accessories On Sale! New Items Promos &amp; FAQ Home Food Ingredients Edible Food Tech Tara Gum (塔拉胶) - 50g &#xE8FF; &#xE314; &#xE315; Tara Gum (塔拉胶) - 50g $5.00 Tax included Tara gu,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_ASIA.json,2026-09-10T18:14:11Z
SG,★★★★,STABILIZER,GUAR,PI-ING-000472,RedMan Guar Gum,RedMan,unspecified retail pack,39978025548,NOT_A_GTIN_LENGTH,https://www.fairprice.com.sg/product/redman-guar-gum,VERIFIED_MARKET_EVIDENCE,True,True,True,True,EAN_ON_MARKET_PAGE,SG,CCTLD,DIRECT,RAW_HTML,"d"": { ""@type"": ""Thing"", ""name"": ""Redman"" }, ""mpn"": ""39978025548"", ""offers"": { ","Ingredients Baking Needs Gelatin, Gum &amp; Yeast Gelatin, Gum &amp; Yeast Home Rice, Noodles &amp; Cooking Ingredients Baking Needs Gelatin, Gum &amp; Yeast Gelatin, Gum &amp; Yeast favourite Offer favourite $16.00 $20.00 Save $4.00 Till 3",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_ASIA.json,2026-09-10T18:14:11Z
SG,★★★★,STABILIZER,STABILIZER_BLEND,REVIEW_REQUIRED (NEW PR/PI-ING INGESTION CONTRACT),RedMan Beverage And Ice Cream Stabiliser,RedMan,unspecified retail pack,8888263442704,GTIN-13 (EAN-13),https://www.fairprice.com.sg/product/redman-beverage-and-ice-cream-stabiliser,VERIFIED_MARKET_EVIDENCE,True,True,True,True,EAN_ON_MARKET_PAGE,SG,CCTLD,DIRECT,RAW_HTML,"d"": { ""@type"": ""Thing"", ""name"": ""Redman"" }, ""mpn"": ""8888263442704"", ""offers"": { ","""This Redman Stabiliser is a combination of glucose, thickener and stabiliser and can be used as a stabiliser, gelling agent or thickener for beverages and confectionery"" -- no E-number/full ingredient list printed, only this general descri",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_ASIA.json,2026-09-10T18:14:11Z
SI,★★★★,STABILIZER,TARA,PI-ING-000492,Kobio (tara) guma,Kobio,unspecified,,NONE,https://www.natural-loti.si/izdelek/kobio-tara-guma/,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,SI,CCTLD,DIRECT,RAW_HTML,,"sestavine Vitamini in soli Barvila, gline, minerali Vlažilci, antioksidanti Embalaža Recepti O podjetju Kontakt 0 0.00 &euro; V košarici ni izdelkov. Search for: Domov &#47; Kozmetične sestavine &#47; Emulgatorji, koemulgatorji, kisline,… &",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T18:14:13Z
SI,★★★★,STABILIZER,GUAR,PI-ING-000472,Guar gumi Sosa – naravno gostilo za sladoled in kreme,SOSA,750 g,,NONE,https://gourmetshop.si/zivila/teksture/gumiji/guar-gumi-sosa,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,SI,CCTLD,DIRECT,RAW_HTML,,"INGREDIENTS Neto teža: 750 g Cena 36,22 € .tabs"" data-scroll-once=""false"" data-scroll-offset-bottom=""9999px"" data-scroll-invert=""true"" data-scroll-event=""product-single:tabs""> Obvesti me Vnesite svoj e-mail in obvestili vas bomo, ko bo izde",,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T18:14:11Z
SI,★★★★,STABILIZER,STABILIZER_BLEND,,,,,,NONE,https://gourmetshop.si/zivila/teksture/stabilizatorji,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,SI,CCTLD,DIRECT,RAW_HTML,,INGREDIENTS ESSENZA SRL Zaloga Na zalogi Ni na zalogi Lastnosti 100% rastlinsko premium kvaliteta za profesionalno uporabo 4 artiklov v kategoriji Razvrsti artikle - Razvrsti artikle - Cena naraščajoče Cena padajoče Najbolj priljubljeno Naj,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T18:14:11Z
SK,★★★★,STABILIZER,TARA,PI-ING-000492,Tara guma Valknut,Valknut,unspecified,,NONE,https://www.valknut.sk/tara-guma-valknut/,RESEARCH_LEAD,False,False,True,False,PAGE_FACTS_ONLY,SK,CCTLD,DIRECT,RAW_HTML,,Zloženie: 100% guma Tara (E417),,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T17:47:01Z
SK,★★★★,STABILIZER,GUAR,PI-ING-000472,Guarová guma 100g (bifeedus),bifeedus,100 g,8594046763361,GTIN-13 (EAN-13),https://www.dml.sk/pochutiny-prisady-a-korenia/guarova-guma-100g/,VERIFIED_MARKET_EVIDENCE,True,True,True,True,EAN_ON_MARKET_PAGE,SK,CCTLD,DIRECT,RAW_HTML,"/> </span> <meta itemprop=""gtin13"" content=""8594046763361"" /> ",Zloženie: guma guar - emulgátor E412,,,NOT_IN_V7,NOT_SELECTED_AWAITING_OWNER_EXCEL,STAB_SUP_EU.json,2026-09-10T17:47:01Z
